0.56	3.4685E-5	4.4409E-5	4.6126E-5	3.1366E-5	3.1117E-5	2.5282E-5	3.0849E-5	2.6454E-5	2.4524E-5	2.5871E-5	2.5871E-5	2.4497E-5	2.6695E-5	2.3632E-5
0.54	3.1678E-5	3.8624E-5	4.3614E-5	2.7878E-5	2.8128E-5	2.2882E-5	2.9066E-5	2.4435E-5	2.22E-5	2.3196E-5	2.3196E-5	2.248E-5	2.3187E-5	2.1166E-5
0.52	2.9618E-5	3.7218E-5	3.8492E-5	2.5639E-5	2.5211E-5	2.0944E-5	2.6146E-5	2.1989E-5	2.0081E-5	2.0368E-5	2.0368E-5	2.0399E-5	2.1051E-5	1.9427E-5
0.5	2.7358E-5	3.1269E-5	3.5845E-5	2.3381E-5	2.3125E-5	1.9143E-5	2.2579E-5	2.068E-5	1.856E-5	1.8637E-5	1.8637E-5	1.8732E-5	1.9608E-5	1.7427E-5
0.48	2.4929E-5	2.797E-5	3.2284E-5	2.1357E-5	1.9926E-5	1.7505E-5	2.0947E-5	1.8128E-5	1.6392E-5	1.6518E-5	1.6518E-5	1.6302E-5	1.7571E-5	1.5634E-5
0.46	2.2993E-5	3.4328E-5	3.1529E-5	1.9509E-5	2.2625E-5	1.5355E-5	1.8506E-5	1.7275E-5	1.4861E-5	1.551E-5	1.551E-5	1.4476E-5	1.571E-5	1.392E-5
0.44	2.1134E-5	3.0327E-5	2.8817E-5	1.8085E-5	1.8949E-5	1.4043E-5	1.6466E-5	1.52E-5	1.3797E-5	1.3967E-5	1.3967E-5	1.3535E-5	1.4681E-5	1.2823E-5
0.42	1.9317E-5	1.9371E-5	2.6743E-5	1.6316E-5	1.5398E-5	1.2653E-5	1.5259E-5	1.3468E-5	1.1682E-5	1.1485E-5	1.1485E-5	1.1974E-5	1.2568E-5	1.1303E-5
0.4	1.7685E-5	1.7969E-5	2.5669E-5	1.4793E-5	1.4334E-5	1.1458E-5	1.2611E-5	1.223E-5	1.0778E-5	1.0729E-5	1.0729E-5	1.0813E-5	1.1003E-5	1.011E-5
0.38	1.5758E-5	1.6565E-5	2.2437E-5	1.326E-5	1.332E-5	9.9619E-6	1.1445E-5	1.0885E-5	1.0023E-5	9.5637E-6	9.5637E-6	9.5697E-6	9.6904E-6	9.0668E-6
0.36	1.465E-5	1.4923E-5	2.0025E-5	1.1897E-5	1.1241E-5	8.9208E-6	1.0087E-5	9.8506E-6	8.6269E-6	9.1699E-6	9.1699E-6	8.4204E-6	8.834E-6	8.2225E-6
0.34	1.3438E-5	1.3408E-5	1.812E-5	1.0633E-5	1.0174E-5	8.2063E-6	8.9095E-6	8.8632E-6	7.7976E-6	7.9998E-6	7.9998E-6	7.5094E-6	7.853E-6	7.3717E-6
0.32	1.1845E-5	1.2334E-5	1.6391E-5	9.6724E-6	1.0511E-5	7.407E-6	7.4972E-6	7.9216E-6	6.485E-6	6.6278E-6	6.6278E-6	6.7024E-6	6.9888E-6	6.596E-6
0.3	1.0811E-5	1.1121E-5	1.4732E-5	8.6623E-6	9.7545E-6	6.3654E-6	6.2286E-6	6.8028E-6	6.2699E-6	6.1714E-6	6.1714E-6	5.9333E-6	5.9848E-6	5.7232E-6
0.28	9.5767E-6	9.9001E-6	1.1213E-5	7.7782E-6	8.0485E-6	5.4739E-6	6.0428E-6	5.4646E-6	5.4971E-6	5.1442E-6	5.1442E-6	5.1486E-6	5.6915E-6	4.9729E-6
0.26	8.7603E-6	8.8609E-6	9.5677E-6	6.8875E-6	7.6228E-6	4.5785E-6	5.0504E-6	5.2553E-6	4.6902E-6	5.4475E-6	5.4475E-6	4.4715E-6	5.1254E-6	4.4052E-6
0.24	8.0506E-6	8.085E-6	8.4213E-6	6.1966E-6	6.4634E-6	3.9988E-6	4.4085E-6	4.2874E-6	4.2093E-6	4.3946E-6	4.3946E-6	3.9098E-6	4.3219E-6	3.8484E-6
0.22	6.6268E-6	7.0396E-6	7.633E-6	5.2264E-6	5.8706E-6	3.5351E-6	3.945E-6	4.0653E-6	3.2971E-6	3.707E-6	3.707E-6	3.3491E-6	3.6451E-6	3.3294E-6
0.2	5.7268E-6	6.4047E-6	6.9289E-6	4.6214E-6	5.0591E-6	3.1761E-6	3.0039E-6	2.9114E-6	3.1971E-6	3.2777E-6	3.2777E-6	2.9582E-6	3.0698E-6	2.8303E-6
0.18	5.0803E-6	5.385E-6	5.365E-6	4.0694E-6	3.981E-6	2.4637E-6	2.8126E-6	2.4509E-6	2.8296E-6	2.6609E-6	2.6609E-6	2.509E-6	2.8879E-6	2.4631E-6
0.16	4.3824E-6	4.6385E-6	4.446E-6	3.3378E-6	3.7373E-6	2.0545E-6	2.471E-6	2.1893E-6	1.9703E-6	2.6822E-6	2.6822E-6	2.0642E-6	2.3194E-6	2.0045E-6
0.14	3.4825E-6	3.8763E-6	3.9242E-6	2.7095E-6	2.6995E-6	1.8E-6	1.7875E-6	1.6792E-6	1.7372E-6	2.0207E-6	2.0207E-6	1.5226E-6	1.8585E-6	1.7188E-6
0.12	2.634E-6	3.0865E-6	3.4399E-6	2.1293E-6	2.011E-6	1.3489E-6	1.4388E-6	1.3142E-6	1.2309E-6	1.4442E-6	1.4442E-6	1.29E-6	1.7572E-6	1.3177E-6
0.1	1.974E-6	2.358E-6	2.649E-6	1.65E-6	1.511E-6	1.0628E-6	8.7642E-7	7.8682E-7	1.0268E-6	1.6959E-6	1.6959E-6	9.7665E-7	1.1811E-6	9.7872E-7
0.08	1.3851E-6	1.663E-6	1.9926E-6	1.1848E-6	1.0776E-6	3.9786E-7	7.7718E-7	4.016E-7	7.3543E-7	7.4706E-7	7.4706E-7	6.2736E-7	9.9968E-7	6.2997E-7
0.06	9.0816E-7	1.0521E-6	1.2767E-6	6.0098E-7	6.2195E-7	9.1801E-8	3.5866E-7	3.8171E-7	1.9675E-7	5.3325E-7	5.3325E-7	3.2955E-7	3.9929E-7	3.7232E-7
