E	l	cap	A	W	T0	T1	error
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.10252
-8.531293e-01	8.300145e-01	1.630672e+00	-8.675682e-01	2.836886e-01	2.980000e+02	3.000000e+02	1.24234
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685900e-01	2.980000e+02	3.000000e+02	0.98686
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685900e-01	2.980000e+02	3.000000e+02	0.98686
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685900e-01	2.980000e+02	3.000000e+02	0.98686
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685900e-01	2.980000e+02	3.000000e+02	0.98686
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685900e-01	2.980000e+02	3.000000e+02	0.98686
-8.505902e-01	8.227205e-01	1.741967e+00	-8.542171e-01	4.685901e-01	2.980000e+02	3.000000e+02	0.98686
-8.520670e-01	8.273180e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.520670e-01	8.273180e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.520670e-01	8.273181e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.520670e-01	8.273180e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.520670e-01	8.273180e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.520670e-01	8.273180e-01	1.675265e+00	-8.612544e-01	3.444566e-01	2.980000e+02	3.000000e+02	0.70464
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.513968e-01	8.265356e-01	1.675409e+00	-8.611682e-01	3.189214e-01	2.980000e+02	3.000000e+02	0.44795
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.570634e-01	8.226653e-01	1.676075e+00	-8.213887e-01	3.016778e-01	2.980000e+02	3.000000e+02	0.43615
-8.621197e-01	8.224999e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.621197e-01	8.224999e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.621197e-01	8.225000e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.621197e-01	8.224999e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.621197e-01	8.224999e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.621197e-01	8.224999e-01	1.676789e+00	-5.490542e-01	2.204185e-01	2.980000e+02	3.000000e+02	0.38626
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842698e-01	2.980000e+02	3.000000e+02	0.35825
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842698e-01	2.980000e+02	3.000000e+02	0.35825
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842698e-01	2.980000e+02	3.000000e+02	0.35825
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842698e-01	2.980000e+02	3.000000e+02	0.35825
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842698e-01	2.980000e+02	3.000000e+02	0.35825
-8.625708e-01	8.225461e-01	1.675890e+00	-4.102121e-01	1.842699e-01	2.980000e+02	3.000000e+02	0.35825
-8.768817e-01	8.108633e-01	1.676868e+00	-2.981517e-01	1.517432e-01	2.980000e+02	3.000000e+02	0.35359
-8.768817e-01	8.108633e-01	1.676868e+00	-2.981517e-01	1.517432e-01	2.980000e+02	3.000000e+02	0.35359
-8.768817e-01	8.108634e-01	1.676868e+00	-2.981517e-01	1.517432e-01	2.980000e+02	3.000000e+02	0.35359
-8.768817e-01	8.108633e-01	1.676868e+00	-2.981517e-01	1.517432e-01	2.980000e+02	3.000000e+02	0.35359
-8.768817e-01	8.108633e-01	1.676868e+00	-2.981517e-01	1.517432e-01	2.980000e+02	3.000000e+02	0.35359
-8.768817e-01	8.108633e-01	1.676868e+00	-2.981517e-01	1.517433e-01	2.980000e+02	3.000000e+02	0.35359
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.766511e-01	8.108053e-01	1.677198e+00	-3.341772e-01	1.623261e-01	2.980000e+02	3.000000e+02	0.35240
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-8.754971e-01	8.104650e-01	1.675610e+00	-3.272900e-01	1.604316e-01	2.980000e+02	3.000000e+02	0.35237
-6.022493e-01	9.990523e-01	1.589718e+00	-2.991125e-01	1.603998e-01	2.980000e+02	3.000000e+02	0.35264
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.049508e-01	8.639042e-01	1.658184e+00	-3.218727e-01	1.609636e-01	2.980000e+02	3.000000e+02	0.35234
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210917e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210917e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210917e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210917e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210918e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-8.027447e-01	8.655678e-01	1.657626e+00	-3.210917e-01	1.607605e-01	2.980000e+02	3.000000e+02	0.35233
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.639797e-01	9.658260e-01	1.618480e+00	-3.068431e-01	1.605998e-01	2.980000e+02	3.000000e+02	0.35230
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.631536e-01	9.663619e-01	1.618204e+00	-3.071878e-01	1.605838e-01	2.980000e+02	3.000000e+02	0.35226
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020749e-01	1.604945e-01	2.980000e+02	3.000000e+02	0.35224
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020749e-01	1.604945e-01	2.980000e+02	3.000000e+02	0.35224
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020749e-01	1.604945e-01	2.980000e+02	3.000000e+02	0.35224
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020749e-01	1.604945e-01	2.980000e+02	3.000000e+02	0.35224
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020750e-01	1.604945e-01	2.980000e+02	3.000000e+02	0.35224
-6.114702e-01	9.998318e-01	1.599787e+00	-3.020749e-01	1.604946e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-6.112202e-01	9.999973e-01	1.599707e+00	-3.020539e-01	1.604948e-01	2.980000e+02	3.000000e+02	0.35224
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.684638e-01	9.999973e-01	1.456942e+00	-2.862941e-01	1.601969e-01	2.980000e+02	3.000000e+02	0.35217
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854042e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854042e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854042e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854042e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854043e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678611e-01	9.999973e-01	1.456340e+00	-2.854042e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601640e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601640e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601640e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601640e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601640e-01	2.980000e+02	3.000000e+02	0.35213
-4.678552e-01	9.999999e-01	1.456337e+00	-2.854036e-01	1.601641e-01	2.980000e+02	3.000000e+02	0.35213
-3.728117e-01	9.999999e-01	1.361288e+00	-2.737167e-01	1.599014e-01	2.980000e+02	3.000000e+02	0.35205
-3.728117e-01	9.999999e-01	1.361288e+00	-2.737167e-01	1.599014e-01	2.980000e+02	3.000000e+02	0.35205
