E	l	cap	A	W	T0	T1	error
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	1.45430
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324329e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324329e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324329e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324329e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324330e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-8.063968e-01	7.598072e-01	1.787121e+00	-8.324329e-01	6.490016e-01	2.980000e+02	3.000000e+02	1.39630
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.592822e-01	6.522318e-01	1.789482e+00	-6.946350e-01	8.494018e-01	2.980000e+02	3.000000e+02	1.39331
-7.589469e-01	6.574462e-01	1.713549e+00	-8.496811e-01	8.534742e-01	2.980000e+02	3.000000e+02	1.39319
-7.589469e-01	6.574462e-01	1.713549e+00	-8.496811e-01	8.534742e-01	2.980000e+02	3.000000e+02	1.39319
-7.589469e-01	6.574462e-01	1.713549e+00	-8.496811e-01	8.534742e-01	2.980000e+02	3.000000e+02	1.39319
