E	l	cap	A	W	T0	T1	error
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-8.500000e-01	8.200000e-01	1.780000e+00	-8.500000e-01	5.300000e-01	2.980000e+02	3.000000e+02	2.81349
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-6.588058e-01	6.835685e-01	1.797848e+00	-8.674602e-01	5.973335e-01	2.980000e+02	3.000000e+02	2.31445
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046417e-01	2.980000e+02	3.000000e+02	1.81168
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046417e-01	2.980000e+02	3.000000e+02	1.81168
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046417e-01	2.980000e+02	3.000000e+02	1.81168
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046417e-01	2.980000e+02	3.000000e+02	1.81168
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046417e-01	2.980000e+02	3.000000e+02	1.81168
-5.377837e-01	5.950144e-01	1.808361e+00	-8.784628e-01	8.046418e-01	2.980000e+02	3.000000e+02	1.81168
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.973695e-01	5.654212e-01	1.811901e+00	-8.820340e-01	8.850921e-01	2.980000e+02	3.000000e+02	1.63009
-4.712785e-01	5.639593e-01	1.812250e+00	-8.845577e-01	9.255005e-01	2.980000e+02	3.000000e+02	1.58503
-4.712785e-01	5.639593e-01	1.812250e+00	-8.845577e-01	9.255005e-01	2.980000e+02	3.000000e+02	1.58503
-4.712785e-01	5.639593e-01	1.812250e+00	-8.845577e-01	9.255005e-01	2.980000e+02	3.000000e+02	1.58503
