0.2	1.9798E-6	1.983E-6	1.9405E-6	1.8219E-6	1.7737E-6	1.8886E-6	1.7543E-6	1.7942E-6	1.8232E-6	1.7428E-6	1.7152E-6	1.7329E-6	1.7343E-6	1.8072E-6	1.8319E-6	1.7101E-6	1.8107E-6	1.8126E-6	1.8264E-6
0.22	1.983E-6	2.077E-6	2.037E-6	1.9114E-6	1.991E-6	2.0003E-6	1.934E-6	1.9407E-6	1.9279E-6	1.8256E-6	1.8595E-6	1.8201E-6	1.8983E-6	1.8279E-6	1.9378E-6	1.8631E-6	1.85E-6	1.8454E-6	1.9061E-6
0.24	2.0746E-6	2.1086E-6	2.147E-6	2.0985E-6	2.0882E-6	2.0325E-6	1.9575E-6	2.0127E-6	2.013E-6	2.0028E-6	1.8797E-6	1.9223E-6	1.9881E-6	2.0022E-6	2.0463E-6	1.975E-6	2.0385E-6	1.9335E-6	2.0156E-6
0.26	2.2491E-6	2.2702E-6	2.2616E-6	2.1906E-6	2.1931E-6	2.2106E-6	2.0781E-6	2.1947E-6	2.1025E-6	2.1283E-6	2.0656E-6	2.122E-6	2.1091E-6	2.1054E-6	2.1713E-6	2.1099E-6	2.1706E-6	2.1468E-6	2.1475E-6
0.28	2.3686E-6	2.4082E-6	2.3829E-6	2.3437E-6	2.3374E-6	2.3451E-6	2.2946E-6	2.3299E-6	2.1512E-6	2.2946E-6	2.2057E-6	2.2685E-6	2.2457E-6	2.1977E-6	2.2498E-6	2.2008E-6	2.3651E-6	2.3005E-6	2.2875E-6
0.3	2.4656E-6	2.6138E-6	2.4676E-6	2.4788E-6	2.4784E-6	2.5245E-6	2.4481E-6	2.5004E-6	2.4185E-6	2.3691E-6	2.3938E-6	2.448E-6	2.3279E-6	2.4482E-6	2.4311E-6	2.4525E-6	2.6324E-6	2.4704E-6	2.45E-6
0.32	2.6675E-6	2.8164E-6	2.7691E-6	2.6672E-6	2.5486E-6	2.7006E-6	2.6732E-6	2.6741E-6	2.4962E-6	2.5798E-6	2.6049E-6	2.5855E-6	2.5529E-6	2.6163E-6	2.6443E-6	2.5894E-6	2.7082E-6	2.6848E-6	2.674E-6
0.34	2.8102E-6	2.9678E-6	2.9045E-6	2.896E-6	2.744E-6	2.9238E-6	2.9044E-6	2.8677E-6	2.8141E-6	2.8336E-6	2.7576E-6	2.89E-6	2.914E-6	2.8539E-6	2.9196E-6	2.8447E-6	3.184E-6	2.9725E-6	2.9606E-6
0.36	3.233E-6	3.1903E-6	3.3598E-6	3.1833E-6	3.1094E-6	3.1693E-6	3.1555E-6	3.116E-6	2.9524E-6	3.1198E-6	3.1537E-6	3.2328E-6	3.2748E-6	3.1751E-6	3.335E-6	3.1171E-6	3.4967E-6	3.3166E-6	3.5217E-6
0.38	3.5466E-6	3.4236E-6	3.7079E-6	3.4796E-6	3.3366E-6	3.4652E-6	3.4774E-6	3.4217E-6	3.3002E-6	3.5396E-6	3.509E-6	3.5062E-6	3.6168E-6	3.6544E-6	3.6126E-6	3.5073E-6	4.5704E-6	3.5469E-6	4.026E-6
0.4	3.6744E-6	3.8349E-6	4.2059E-6	3.8049E-6	3.7282E-6	3.7934E-6	3.6499E-6	3.768E-6	3.6366E-6	3.8689E-6	3.8442E-6	3.8717E-6	4.0049E-6	4.1411E-6	4.165E-6	3.9466E-6	5.7662E-6	4.0354E-6	4.4535E-6
0.42	4.3493E-6	4.1725E-6	4.3537E-6	4.1766E-6	4.1209E-6	4.1417E-6	4.1918E-6	4.1849E-6	4.0493E-6	4.4562E-6	4.3317E-6	4.3202E-6	4.367E-6	4.7728E-6	4.5701E-6	4.388E-6	7.0552E-6	4.5066E-6	5.4324E-6
0.44	4.8312E-6	4.9678E-6	4.5273E-6	4.5469E-6	4.5288E-6	4.6818E-6	4.5875E-6	4.7004E-6	4.4522E-6	5.0003E-6	4.9496E-6	5.0209E-6	5.0223E-6	5.4985E-6	5.2763E-6	5.0162E-6	8.1614E-6	5.2239E-6	5.71E-6
0.46	5.1812E-6	5.5897E-6	6.0075E-6	5.0392E-6	5.1248E-6	5.2758E-6	5.272E-6	5.3357E-6	4.9073E-6	5.5892E-6	5.5575E-6	5.6295E-6	5.7218E-6	6.2477E-6	5.8159E-6	5.5435E-6	1.0702E-5	5.7298E-6	7.0485E-6
0.48	5.8312E-6	6.4913E-6	8.874E-6	5.62E-6	5.714E-6	5.8537E-6	5.9673E-6	6.0082E-6	5.6547E-6	6.3433E-6	6.1653E-6	6.4061E-6	6.5275E-6	7.0463E-6	6.9237E-6	6.4215E-6	1.2883E-5	6.7187E-6	1.1055E-5
0.5	6.39E-6	7.097E-6	7.6429E-6	6.4488E-6	6.5348E-6	6.5423E-6	6.6817E-6	6.7629E-6	6.4391E-6	7.108E-6	7.0615E-6	7.5091E-6	7.2461E-6	8.0608E-6	7.8558E-6	7.5144E-6	2.2033E-5	7.4955E-6	1.4071E-5
0.52	7.2286E-6	7.815E-6	8.106E-6	7.2122E-6	7.3924E-6	7.3911E-6	7.5722E-6	7.6835E-6	7.2828E-6	8.256E-6	8.1425E-6	8.6613E-6	8.3509E-6	9.0656E-6	8.8308E-6	8.5501E-6	2.1001E-5	8.5993E-6	1.8907E-5
0.54	8.1573E-6	8.8042E-6	9.614E-6	8.2126E-6	8.449E-6	8.5907E-6	8.6067E-6	8.6487E-6	8.4023E-6	9.2069E-6	9.3036E-6	1.008E-5	9.5883E-6	1.0446E-5	1.0008E-5	9.9549E-6	2.2813E-5	1.0026E-5	2.0101E-5
0.56	9.041E-6	1.0452E-5	1.1419E-5	9.3757E-6	9.6047E-6	9.8516E-6	9.952E-6	9.8443E-6	9.8009E-6	1.046E-5	1.078E-5	1.1466E-5	1.0936E-5	1.1723E-5	1.1283E-5	1.1289E-5	3.0892E-5	1.1299E-5	2.5836E-5
0.58	9.9038E-6	1.184E-5	1.3646E-5	1.0783E-5	1.0841E-5	1.1087E-5	1.1511E-5	1.1372E-5	1.1256E-5	1.217E-5	1.2174E-5	1.3083E-5	1.2645E-5	1.3588E-5	1.2917E-5	1.3007E-5	3.3855E-5	1.3237E-5	3.0543E-5
0.6	1.2045E-5	1.4768E-5	1.5293E-5	1.2329E-5	1.244E-5	1.2524E-5	1.2824E-5	1.2967E-5	1.2983E-5	1.3697E-5	1.4172E-5	1.5034E-5	1.4651E-5	1.5876E-5	1.4805E-5	1.4982E-5	4.1878E-5	1.5615E-5	3.2418E-5
0.62	1.3084E-5	1.3637E-5	1.8254E-5	1.4149E-5	1.4182E-5	1.4485E-5	1.4898E-5	1.4944E-5	1.5032E-5	1.5575E-5	1.6288E-5	1.7134E-5	1.6556E-5	1.7567E-5	1.7313E-5	1.7137E-5	5.782E-5	1.7554E-5	4.1986E-5
0.64	1.5034E-5	1.5131E-5	1.6365E-5	1.6361E-5	1.6227E-5	1.6512E-5	1.7118E-5	1.6909E-5	1.7282E-5	1.7983E-5	1.8357E-5	1.9899E-5	1.9037E-5	2.0295E-5	1.9543E-5	1.977E-5	5.722E-5	2.0095E-5	4.5497E-5
0.66	1.8117E-5	1.9513E-5	2.2644E-5	1.8783E-5	1.8311E-5	1.8908E-5	1.9928E-5	1.9738E-5	1.981E-5	2.087E-5	2.113E-5	2.2797E-5	2.1964E-5	2.3187E-5	2.2213E-5	2.2899E-5	6.3207E-5	2.4205E-5	6.3331E-5
0.68	2.384E-5	2.4682E-5	2.5359E-5	2.1527E-5	2.0724E-5	2.16E-5	2.2917E-5	2.2934E-5	2.2555E-5	2.46E-5	2.423E-5	2.6053E-5	2.5199E-5	2.6635E-5	2.5503E-5	2.6345E-5	7.6663E-5	2.7602E-5	6.302E-5
0.7	2.5131E-5	2.6455E-5	2.7547E-5	2.4648E-5	2.3403E-5	2.5084E-5	2.6861E-5	2.6206E-5	2.6361E-5	2.8287E-5	2.7959E-5	3.0889E-5	2.9484E-5	3.1054E-5	2.962E-5	3.0742E-5	8.3581E-5	3.3384E-5	7.5507E-5
0.72	2.8617E-5	3.3548E-5	4.2227E-5	2.8109E-5	2.6921E-5	2.9009E-5	3.193E-5	3.0203E-5	3.0349E-5	3.3422E-5	3.3141E-5	2.7885E-5	2.8578E-5	2.9386E-5	2.8619E-5	3.045E-5	8.5023E-5	3.0814E-5	8.3655E-5
0.74	2.753E-5	3.1877E-5	5.1465E-5	3.3422E-5	3.2259E-5	2.9171E-5	3.0818E-5	2.8965E-5	2.955E-5	3.2016E-5	3.0588E-5	3.8882E-5	3.7628E-5	4.0236E-5	3.8037E-5	4.0789E-5	9.5693E-5	4.1076E-5	9.4405E-5
0.76	5.1941E-5	4.6148E-5	3.3554E-5	3.1909E-5	3.0303E-5	4.301E-5	3.9204E-5	3.8985E-5	3.9162E-5	4.2886E-5	4.1903E-5	4.4477E-5	4.5525E-5	4.5632E-5	4.4868E-5	4.7258E-5	1.0895E-4	4.8626E-5	1.0041E-4
0.78	3.6205E-5	4.4982E-5	3.8021E-5	4.3643E-5	4.1622E-5	4.4357E-5	4.7457E-5	4.5684E-5	4.5596E-5	4.9217E-5	4.8057E-5	5.1004E-5	5.0902E-5	5.3148E-5	5.1598E-5	5.4772E-5	1.1786E-4	5.4127E-5	1.1048E-4
0.8	5.9401E-5	4.2829E-5	4.5046E-5	4.9502E-5	5.0107E-5	5.1359E-5	5.2111E-5	5.2183E-5	5.2276E-5	5.6772E-5	5.5664E-5	5.8782E-5	5.8793E-5	6.0458E-5	5.9042E-5	6.2918E-5	1.2682E-4	6.3267E-5	1.1785E-4
0.82	6.0109E-5	6.7058E-5	8.5486E-5	5.7936E-5	6.0317E-5	7.0088E-5	5.8184E-5	5.9991E-5	6.2829E-5	6.6009E-5	6.4736E-5	6.7102E-5	6.7475E-5	7.0346E-5	6.7968E-5	7.3692E-5	1.4283E-4	7.1682E-5	1.337E-4
0.84	5.4053E-5	5.95E-5	8.0182E-5	6.6429E-5	6.341E-5	7.145E-5	7.2479E-5	6.9537E-5	7.2955E-5	7.5302E-5	7.4719E-5	7.7146E-5	7.9556E-5	8.1355E-5	7.8866E-5	8.3697E-5	1.5829E-4	8.1843E-5	1.4889E-4
0.86	6.2466E-5	8.8677E-5	6.6044E-5	7.6648E-5	7.6442E-5	8.3185E-5	8.3849E-5	7.9025E-5	8.5307E-5	8.8197E-5	8.13E-5	8.9447E-5	9.0257E-5	9.3312E-5	8.8773E-5	9.7796E-5	1.7112E-4	9.3053E-5	1.5133E-4
0.88	7.1876E-5	1.0947E-4	1.1394E-4	9.1756E-5	8.4919E-5	9.6768E-5	8.8353E-5	9.0532E-5	9.6347E-5	9.9263E-5	9.9421E-5	1.019E-4	1.0424E-4	1.0529E-4	1.044E-4	1.112E-4	1.8722E-4	1.0659E-4	1.7829E-4
0.9	8.345E-5	8.4924E-5	1.1896E-4	1.0532E-4	1.0976E-4	1.19E-4	1.0548E-4	1.0334E-4	1.2705E-4	1.1523E-4	1.1431E-4	1.1788E-4	1.2185E-4	1.2442E-4	1.2353E-4	1.2829E-4	1.9966E-4	1.2204E-4	1.8503E-4
0.92	9.3785E-5	9.6796E-5	1.4123E-4	1.5713E-4	1.3802E-4	1.5589E-4	1.3154E-4	1.2128E-4	1.492E-4	1.3233E-4	1.3383E-4	1.3513E-4	1.3599E-4	1.4064E-4	1.4181E-4	1.448E-4	2.0888E-4	1.3848E-4	2.0833E-4
0.94	1.0628E-4	1.1035E-4	1.6028E-4	1.5689E-4	1.3714E-4	1.9464E-4	1.5692E-4	1.3996E-4	1.7023E-4	1.5469E-4	1.5241E-4	1.5373E-4	1.5737E-4	1.6133E-4	1.561E-4	1.6276E-4	2.2129E-4	1.5764E-4	2.4181E-4
0.96	1.192E-4	1.5104E-4	1.6909E-4	1.6118E-4	1.6086E-4	1.8294E-4	1.7607E-4	1.5935E-4	2.0189E-4	1.725E-4	1.7269E-4	1.7487E-4	1.8255E-4	1.8207E-4	1.8236E-4	1.8848E-4	2.5989E-4	1.8027E-4	2.4863E-4
0.98	1.4684E-4	1.8793E-4	1.4108E-4	2.2791E-4	2.165E-4	2.2115E-4	1.9031E-4	1.8512E-4	2.2308E-4	1.9453E-4	1.8357E-4	2.0393E-4	2.1172E-4	2.0996E-4	2.0808E-4	2.1133E-4	2.8121E-4	2.094E-4	2.8801E-4
1	1.5388E-4	1.983E-4	2.2442E-4	2.3878E-4	2.264E-4	2.7056E-4	2.3387E-4	2.1667E-4	2.543E-4	2.2335E-4	2.2625E-4	2.3508E-4	2.4806E-4	2.3962E-4	2.4615E-4	2.4459E-4	3.3422E-4	2.4254E-4	3.3316E-4
0.98	1.5189E-4	1.7505E-4	1.5163E-4	2.2945E-4	1.9418E-4	2.1294E-4	1.9999E-4	1.8008E-4	2.2212E-4	1.9487E-4	1.9837E-4	2.0102E-4	2.1618E-4	2.0747E-4	2.12E-4	2.1364E-4	2.6423E-4	2.0815E-4	2.4226E-4
0.96	1.5625E-4	1.2258E-4	1.1692E-4	1.7543E-4	1.6153E-4	1.7762E-4	1.6285E-4	1.5814E-4	1.8835E-4	1.6654E-4	1.7041E-4	1.7616E-4	1.871E-4	1.8158E-4	1.8422E-4	1.835E-4	2.4381E-4	1.8078E-4	2.2271E-4
0.94	1.0671E-4	1.0827E-4	1.3084E-4	1.6018E-4	1.5418E-4	1.5373E-4	1.3912E-4	1.3419E-4	1.6474E-4	1.4714E-4	1.4788E-4	1.5248E-4	1.5386E-4	1.5838E-4	1.6213E-4	1.6213E-4	2.0821E-4	1.5826E-4	2.2976E-4
0.92	8.9921E-5	9.3756E-5	8.6016E-5	1.2776E-4	1.1454E-4	1.3002E-4	1.2016E-4	1.1744E-4	1.3706E-4	1.2674E-4	1.2732E-4	1.3067E-4	1.3484E-4	1.3694E-4	1.3437E-4	1.424E-4	1.8612E-4	1.372E-4	2.1126E-4
0.9	8.1266E-5	8.6195E-5	7.465E-5	1.0687E-4	1.0002E-4	1.1117E-4	1.0317E-4	9.9567E-5	1.2608E-4	1.1098E-4	1.1039E-4	1.1295E-4	1.1645E-4	1.1832E-4	1.197E-4	1.2405E-4	1.6498E-4	1.1855E-4	1.7937E-4
0.88	7.3881E-5	7.2473E-5	8.5083E-5	9.3303E-5	8.0093E-5	9.4391E-5	8.7139E-5	8.6332E-5	1.0802E-4	9.5687E-5	9.5497E-5	9.696E-5	1.0008E-4	1.0336E-4	1.0016E-4	1.0738E-4	1.4615E-4	1.0387E-4	1.6477E-4
0.86	6.1971E-5	6.1272E-5	6.2839E-5	7.9471E-5	8.0284E-5	7.9122E-5	7.6895E-5	7.4102E-5	9.1816E-5	8.2125E-5	8.0807E-5	8.5034E-5	8.1151E-5	9.0767E-5	8.817E-5	9.3689E-5	1.2678E-4	9.0565E-5	1.4763E-4
0.84	5.6476E-5	5.5442E-5	7.4678E-5	6.7602E-5	6.5083E-5	6.8223E-5	6.5925E-5	6.4878E-5	7.5711E-5	7.0859E-5	7.0825E-5	7.491E-5	7.5266E-5	7.8631E-5	7.5544E-5	8.1741E-5	1.2988E-4	7.8109E-5	1.4888E-4
0.82	5.3856E-5	5.3681E-5	4.9169E-5	5.619E-5	5.4207E-5	6.9113E-5	5.5359E-5	5.5862E-5	6.4245E-5	6.235E-5	6.226E-5	6.3793E-5	6.5711E-5	6.6345E-5	6.7897E-5	7.1154E-5	1.0095E-4	6.9082E-5	1.2989E-4
0.8	4.2167E-5	4.1839E-5	4.1319E-5	4.7902E-5	4.7882E-5	4.8109E-5	4.7394E-5	4.7453E-5	5.0507E-5	5.3797E-5	5.3772E-5	5.4541E-5	5.619E-5	5.7948E-5	5.7871E-5	6.0866E-5	8.7486E-5	5.9407E-5	1.1518E-4
0.78	4.6403E-5	3.5712E-5	3.5618E-5	4.0698E-5	3.9057E-5	4.5099E-5	4.0859E-5	4.1618E-5	4.349E-5	4.6062E-5	4.6097E-5	4.7607E-5	4.8458E-5	5.022E-5	4.833E-5	5.2453E-5	8.5289E-5	5.2345E-5	8.2054E-5
0.76	2.7416E-5	2.7058E-5	3.1894E-5	3.209E-5	3.572E-5	3.5307E-5	3.5125E-5	3.5339E-5	3.6652E-5	4.0268E-5	3.9847E-5	4.1519E-5	4.1796E-5	4.3019E-5	4.2545E-5	4.6261E-5	7.2649E-5	4.3025E-5	1.0169E-4
0.74	2.6743E-5	2.5715E-5	2.767E-5	2.4883E-5	2.5142E-5	3.2021E-5	2.6453E-5	2.627E-5	2.738E-5	3.4316E-5	3.4865E-5	3.5666E-5	3.601E-5	3.7427E-5	3.6815E-5	3.9805E-5	6.8681E-5	3.9083E-5	7.3724E-5
0.72	2.1669E-5	2.2066E-5	2.369E-5	2.2943E-5	2.3357E-5	2.3515E-5	2.4251E-5	2.461E-5	2.5298E-5	2.587E-5	2.6148E-5	2.7117E-5	2.6425E-5	2.7435E-5	2.7682E-5	3.4336E-5	6.018E-5	3.467E-5	8.6293E-5
0.7	1.8016E-5	1.9133E-5	2.0181E-5	1.9746E-5	2.0206E-5	2.2103E-5	2.0918E-5	2.1118E-5	2.099E-5	2.4324E-5	2.5209E-5	2.5734E-5	2.5187E-5	2.5838E-5	2.6686E-5	2.6352E-5	5.7502E-5	2.5921E-5	8.0871E-5
0.68	1.6688E-5	1.6285E-5	1.7969E-5	1.6921E-5	1.6804E-5	1.8885E-5	1.7706E-5	1.8106E-5	1.7998E-5	2.0895E-5	2.2566E-5	2.2104E-5	2.1699E-5	2.2354E-5	2.2865E-5	2.4541E-5	4.8496E-5	2.4359E-5	6.4824E-5
0.66	1.536E-5	1.4216E-5	1.5401E-5	1.4729E-5	1.4474E-5	1.5808E-5	1.5295E-5	1.5312E-5	1.5481E-5	1.7642E-5	1.8487E-5	1.8925E-5	1.852E-5	1.9235E-5	1.9146E-5	2.0774E-5	4.6327E-5	2.0766E-5	6.6367E-5
0.64	1.2356E-5	1.1921E-5	1.3644E-5	1.2889E-5	1.2511E-5	1.3639E-5	1.3044E-5	1.3038E-5	1.3091E-5	1.4726E-5	1.6118E-5	1.6099E-5	1.5495E-5	1.614E-5	1.612E-5	1.716E-5	4.2152E-5	1.7653E-5	5.4754E-5
0.62	1.0542E-5	1.0166E-5	1.181E-5	1.0863E-5	1.0944E-5	1.1631E-5	1.1083E-5	1.123E-5	1.0936E-5	1.2664E-5	1.3684E-5	1.3816E-5	1.3357E-5	1.3701E-5	1.3679E-5	1.4602E-5	4.1887E-5	1.4989E-5	4.8559E-5
0.6	9.7258E-6	8.6377E-6	1.0369E-5	9.2177E-6	9.34E-6	9.9362E-6	9.383E-6	9.6066E-6	9.3669E-6	1.0639E-5	1.1777E-5	1.195E-5	1.1017E-5	1.1537E-5	1.1464E-5	1.2368E-5	3.2463E-5	1.2568E-5	4.4604E-5
0.58	7.7222E-6	7.396E-6	8.8679E-6	7.813E-6	7.8912E-6	8.4942E-6	7.8262E-6	8.0794E-6	7.8183E-6	9.1893E-6	9.9154E-6	1.0291E-5	9.3653E-6	9.7536E-6	9.7825E-6	1.0165E-5	3.2621E-5	1.0417E-5	3.5724E-5
0.56	6.6631E-6	6.3156E-6	6.7441E-6	6.5173E-6	6.4215E-6	6.8625E-6	6.5053E-6	6.8915E-6	6.5468E-6	7.4566E-6	8.6933E-6	8.6598E-6	7.7564E-6	8.3015E-6	8.1594E-6	8.5799E-6	2.0566E-5	8.8115E-6	2.1065E-5
0.54	5.4668E-6	5.2656E-6	5.6662E-6	5.4097E-6	5.3384E-6	5.8109E-6	5.4503E-6	5.7124E-6	5.399E-6	6.0702E-6	7.2329E-6	7.0579E-6	6.3513E-6	6.8212E-6	6.7694E-6	7.3154E-6	2.6036E-5	7.3724E-6	2.0984E-5
0.52	4.5503E-6	4.4391E-6	4.7177E-6	4.5382E-6	4.2949E-6	4.9441E-6	4.4891E-6	4.6741E-6	4.4148E-6	5.192E-6	6.0805E-6	5.7787E-6	5.3383E-6	5.6248E-6	5.7907E-6	6.3011E-6	2.1373E-5	6.1551E-6	2.5677E-5
0.5	3.7692E-6	3.6133E-6	3.9107E-6	3.6983E-6	3.5575E-6	4.0002E-6	3.6388E-6	3.8208E-6	3.5163E-6	4.1414E-6	5.526E-6	4.8054E-6	4.3183E-6	4.5108E-6	4.7227E-6	4.8938E-6	1.9625E-5	4.9716E-6	2.2203E-5
0.48	3.1801E-6	3.0188E-6	3.2947E-6	2.951E-6	2.84E-6	3.1287E-6	2.9481E-6	3.1542E-6	2.8411E-6	3.4458E-6	4.1528E-6	4.0299E-6	3.5949E-6	3.7981E-6	3.8773E-6	3.8492E-6	1.6344E-5	4.1468E-6	1.1738E-5
0.46	2.4488E-6	2.4385E-6	2.5453E-6	2.3553E-6	2.3288E-6	2.5712E-6	2.3456E-6	2.4152E-6	2.2555E-6	2.71E-6	3.3812E-6	3.0358E-6	2.8368E-6	3.0789E-6	3.1118E-6	3.1023E-6	1.4163E-5	3.4026E-6	9.396E-6
0.44	2.0228E-6	1.8939E-6	1.8796E-6	1.9129E-6	1.8268E-6	2.0456E-6	1.769E-6	1.9497E-6	1.6271E-6	2.2138E-6	2.752E-6	2.341E-6	2.2114E-6	2.2863E-6	2.5101E-6	2.7508E-6	1.1346E-5	2.6851E-6	7.2223E-6
0.42	1.4846E-6	1.4143E-6	1.5237E-6	1.4441E-6	1.3029E-6	1.5045E-6	1.4085E-6	1.3539E-6	1.1883E-6	1.7329E-6	2.0934E-6	1.7765E-6	1.6789E-6	1.7266E-6	1.864E-6	2.0954E-6	5.3124E-6	1.9774E-6	3.2626E-6
0.4	1.1868E-6	1.0122E-6	1.0606E-6	1.0103E-6	9.4433E-7	1.048E-6	9.9045E-7	1.0331E-6	8.0506E-7	1.0281E-6	1.7278E-6	1.2484E-6	1.2113E-6	1.0953E-6	1.3844E-6	1.6927E-6	7.3565E-6	1.4423E-6	2.3608E-6
0.38	7.1419E-7	7.8074E-7	7.435E-7	7.4183E-7	7.2277E-7	7.185E-7	6.3402E-7	5.9689E-7	5.5011E-7	7.2313E-7	9.8467E-7	7.661E-7	6.7346E-7	7.3977E-7	8.9649E-7	1.2826E-6	3.2832E-6	9.5531E-7	1.3539E-6
0.36	4.7921E-7	3.5819E-7	4.62E-7	4.4132E-7	4.3701E-7	4.1412E-7	3.0376E-7	2.461E-7	1.9129E-7	3.1156E-7	8.0963E-7	3.7397E-7	4.6181E-7	3.1888E-7	4.765E-7	8.3051E-7	2.186E-6	6.3061E-7	8.4026E-7
0.34	2.4493E-7	1.0539E-7	1.8836E-7	1.5284E-7	1.0618E-7	2.2046E-7	9.19E-8	9.119E-8	9.6411E-9	-3.7575E-9	5.3865E-7	9.008E-8	1.5645E-7	5.0971E-8	2.1313E-7	4.1846E-7	2.6801E-6	2.7803E-7	3.2157E-7
0.32	1.7416E-8	-3.292E-8	-5.9199E-8	-5.5201E-8	-6.5877E-9	-1.0798E-7	-1.9085E-7	-1.9083E-7	-2.8443E-7	-1.6364E-7	1.8995E-7	-1.2879E-7	-1.5157E-7	-2.0956E-7	-7.3582E-8	9.7887E-8	1.0609E-6	-6.6648E-8	1.4071E-7
0.3	-2.6398E-7	-2.0107E-7	-1.5904E-7	-2.0858E-7	-3.0082E-7	-1.8703E-7	-3.9422E-7	-3.4205E-7	-4.4641E-7	-3.8003E-7	-8.5996E-8	-3.4585E-7	-2.5141E-7	-4.1372E-7	-2.8504E-7	-2.0499E-7	3.4947E-7	-2.2195E-7	-2.3633E-7
0.28	-4.3608E-7	-3.5219E-7	-3.2603E-7	-4.6763E-7	-3.6934E-7	-4.3554E-7	-4.4696E-7	-4.2021E-7	-5.9738E-7	-4.4299E-7	-3.5965E-7	-4.881E-7	-5.0351E-7	-4.7512E-7	-3.7028E-7	-3.7164E-7	1.2621E-8	-4.7473E-7	-4.2392E-7
0.26	-5.6581E-7	-5.3504E-7	-5.5324E-7	-5.1521E-7	-5.7645E-7	-5.7069E-7	-6.4919E-7	-6.3445E-7	-6.3525E-7	-6.5994E-7	-4.5765E-7	-6.3109E-7	-5.9711E-7	-6.099E-7	-5.3437E-7	-5.8784E-7	-1.603E-7	-6.2421E-7	-5.6277E-7
0.24	-6.8168E-7	-6.4141E-7	-6.843E-7	-7.0846E-7	-7.2231E-7	-6.9075E-7	-6.9041E-7	-7.7326E-7	-8.1655E-7	-7.7937E-7	-6.1368E-7	-7.5123E-7	-6.6638E-7	-7.0956E-7	-6.5601E-7	-6.3645E-7	-6.9893E-7	-6.8536E-7	-6.6669E-7
0.22	-7.8877E-7	-7.3975E-7	-7.9479E-7	-8.2284E-7	-8.1457E-7	-7.1896E-7	-8.8156E-7	-7.7698E-7	-8.1185E-7	-8.9271E-7	-7.5092E-7	-8.592E-7	-7.7182E-7	-8.1103E-7	-7.4791E-7	-8.2177E-7	-7.3526E-7	-7.606E-7	-7.2647E-7
