0	2.98985E-7	2.19693E-7	1.74577E-7	1.38541E-7	3.7674E-8	5.1221E-8	4.927E-8	9.55055E-8	9.79345E-8	7.44945E-8	7.5642E-8	6.1221E-8	6.10005E-8
0.02	8.7448E-7	7.60145E-7	7.0429E-7	6.4264E-7	5.6083E-7	5.3753E-7	5.4678E-7	5.7129E-7	5.5727E-7	5.37855E-7	5.42275E-7	5.24705E-7	5.06935E-7
0.04	1.00331E-6	8.70025E-7	7.961E-7	7.43145E-7	6.7226E-7	6.0295E-7	6.3713E-7	6.6033E-7	6.4948E-7	6.12725E-7	6.3146E-7	5.7824E-7	5.8785E-7
0.06	1.11744E-6	9.85415E-7	8.7147E-7	8.23915E-7	7.1826E-7	6.7655E-7	6.9757E-7	7.5592E-7	6.9576E-7	6.56075E-7	6.59945E-7	6.5088E-7	6.623E-7
0.08	1.26716E-6	1.09636E-6	9.78585E-7	9.11505E-7	8.1067E-7	7.9451E-7	7.3691E-7	8.2121E-7	7.57945E-7	7.34875E-7	7.22615E-7	7.21455E-7	7.03155E-7
0.1	1.4023E-6	1.24595E-6	1.09486E-6	9.9127E-7	9.1694E-7	8.9236E-7	8.5289E-7	9.4498E-7	8.1776E-7	8.1174E-7	8.3061E-7	7.7877E-7	7.7584E-7
0.12	1.59025E-6	1.37105E-6	1.1902E-6	1.12605E-6	1.0265E-6	9.9927E-7	9.4631E-7	1.021E-6	9.00395E-7	8.90985E-7	8.9991E-7	8.6278E-7	8.7533E-7
0.14	1.76805E-6	1.518E-6	1.3421E-6	1.2255E-6	1.1667E-6	1.1298E-6	1.0473E-6	1.1255E-6	1.0112E-6	9.7507E-7	9.91455E-7	9.671E-7	9.5782E-7
0.16	1.91255E-6	1.68685E-6	1.49215E-6	1.3616E-6	1.3426E-6	1.2223E-6	1.0783E-6	1.19525E-6	1.13095E-6	1.0799E-6	1.0818E-6	1.05145E-6	1.0479E-6
0.18	2.12995E-6	1.9029E-6	1.6323E-6	1.52005E-6	1.5209E-6	1.3695E-6	1.2571E-6	1.33145E-6	1.21305E-6	1.20725E-6	1.2067E-6	1.16375E-6	1.18625E-6
0.2	2.39965E-6	2.10815E-6	1.81515E-6	1.6872E-6	1.6433E-6	1.5405E-6	1.4254E-6	1.4937E-6	1.364E-6	1.2967E-6	1.33505E-6	1.3138E-6	1.2907E-6
0.22	2.7733E-6	2.3307E-6	2.04215E-6	1.8905E-6	1.8182E-6	1.7296E-6	1.6276E-6	1.6463E-6	1.489E-6	1.4518E-6	1.4646E-6	1.46515E-6	1.45115E-6
0.24	3.08585E-6	2.63435E-6	2.2772E-6	2.1596E-6	2.1024E-6	1.9774E-6	1.8171E-6	1.8158E-6	1.6439E-6	1.6176E-6	1.611E-6	1.6429E-6	1.6327E-6
0.26	3.31465E-6	2.9282E-6	2.5093E-6	2.40785E-6	2.3351E-6	2.2091E-6	1.9973E-6	2.0173E-6	1.79555E-6	1.777E-6	1.8164E-6	1.80365E-6	1.7998E-6
0.28	3.70945E-6	3.21115E-6	2.82585E-6	2.6982E-6	2.6145E-6	2.4161E-6	2.2752E-6	2.2937E-6	1.9494E-6	1.9682E-6	1.9984E-6	1.9718E-6	2.0321E-6
0.3	4.03485E-6	3.6247E-6	3.1103E-6	2.97325E-6	2.8953E-6	2.7003E-6	2.5383E-6	2.4717E-6	2.15955E-6	2.17535E-6	2.2084E-6	2.2128E-6	2.2041E-6
0.32	4.45E-6	3.9914E-6	3.42155E-6	3.2942E-6	3.2845E-6	3.0469E-6	2.8075E-6	2.7527E-6	2.39855E-6	2.40205E-6	2.423E-6	2.4121E-6	2.45555E-6
0.34	4.76595E-6	4.4273E-6	3.7999E-6	3.7057E-6	3.6583E-6	3.3904E-6	3.0744E-6	3.0077E-6	2.6287E-6	2.635E-6	2.6671E-6	2.74165E-6	2.74695E-6
0.36	5.2804E-6	4.8308E-6	4.26575E-6	4.07935E-6	4.0872E-6	3.7661E-6	3.4363E-6	3.33215E-6	2.93035E-6	2.88635E-6	2.96695E-6	2.9799E-6	3.04735E-6
0.38	5.90695E-6	5.36985E-6	4.70475E-6	4.5511E-6	4.4009E-6	4.261E-6	3.8283E-6	3.6559E-6	3.21205E-6	3.1967E-6	3.2858E-6	3.3024E-6	3.4433E-6
0.4	6.3867E-6	5.90895E-6	5.1816E-6	5.01785E-6	4.8856E-6	4.7407E-6	4.2704E-6	4.0028E-6	3.5039E-6	3.6182E-6	3.6366E-6	3.721E-6	3.77335E-6
0.42	7.2441E-6	6.48145E-6	5.8649E-6	5.54715E-6	5.4635E-6	5.2862E-6	4.3614E-6	4.4697E-6	3.8707E-6	3.99E-6	4.0329E-6	4.1236E-6	4.2079E-6
0.44	7.8498E-6	7.33005E-6	6.4367E-6	6.1387E-6	6.1312E-6	5.8652E-6	5.375E-6	4.8729E-6	4.244E-6	4.3375E-6	4.45055E-6	4.47555E-6	4.5411E-6
0.46	8.65565E-6	7.95215E-6	7.1389E-6	6.8371E-6	6.8021E-6	6.5563E-6	6.081E-6	5.48335E-6	4.71675E-6	4.7182E-6	4.9052E-6	4.96475E-6	5.13055E-6
0.48	1.03093E-5	8.8541E-6	7.9326E-6	7.58865E-6	7.5984E-6	7.2368E-6	6.8126E-6	5.98195E-6	5.21315E-6	5.23285E-6	5.40625E-6	5.45055E-6	5.55495E-6
0.5	9.5227E-6	9.88605E-6	8.7222E-6	8.49675E-6	8.54E-6	8.1492E-6	7.5335E-6	6.65795E-6	5.7352E-6	5.766E-6	5.96995E-6	5.98595E-6	6.17755E-6
0.52	1.22625E-5	1.1018E-5	9.6822E-6	9.53385E-6	9.3928E-6	9.101E-6	8.3865E-6	7.2717E-6	6.30705E-6	6.3699E-6	6.5793E-6	6.74455E-6	6.86525E-6
0.54	1.34725E-5	1.22685E-5	1.0868E-5	1.06765E-5	1.0521E-5	1.0143E-5	9.3312E-6	8.1272E-6	6.9884E-6	6.99635E-6	7.2407E-6	7.3999E-6	7.4882E-6
0.56	1.5197E-5	1.0241E-5	1.20895E-5	1.1963E-5	1.1883E-5	1.1448E-5	1.0407E-5	8.76925E-6	7.7439E-6	7.72865E-6	8.1046E-6	8.17055E-6	8.2529E-6
0.58	1.5927E-5	1.502E-5	1.01478E-5	1.1703E-5	9.6701E-6	1.3046E-5	1.1688E-5	9.7231E-6	8.56985E-6	8.52895E-6	8.99335E-6	8.9477E-6	9.02735E-6
0.6	2.16795E-5	1.68585E-5	1.43735E-5	1.29275E-5	1.4428E-5	1.0618E-5	1.3369E-5	1.0874E-5	9.4924E-6	9.39705E-6	9.95335E-6	9.85105E-6	9.9812E-6
0.62	2.34055E-5	1.8357E-5	1.64665E-5	1.64655E-5	1.6468E-5	1.5419E-5	1.0922E-5	1.21285E-5	1.05425E-5	1.05265E-5	1.1007E-5	1.08965E-5	1.11685E-5
0.64	2.11755E-5	2.04325E-5	1.848E-5	1.83475E-5	1.8553E-5	1.7568E-5	1.6218E-5	9.9538E-6	1.178E-5	1.16535E-5	1.21605E-5	1.2135E-5	1.23595E-5
0.66	2.37915E-5	2.2939E-5	2.0508E-5	2.06035E-5	2.0769E-5	1.9498E-5	1.836E-5	1.4705E-5	1.1347E-5	1.3355E-5	9.8664E-6	9.9416E-6	9.7382E-6
0.68	2.74525E-5	2.52555E-5	2.2675E-5	2.293E-5	2.3186E-5	2.2005E-5	2.0499E-5	1.6555E-5	1.2529E-5	1.0762E-5	1.4483E-5	1.4212E-5	1.4723E-5
0.7	2.92435E-5	2.841E-5	2.57555E-5	2.5439E-5	2.6329E-5	2.5282E-5	2.3123E-5	1.86885E-5	1.58375E-5	1.54275E-5	1.6411E-5	1.6717E-5	1.68845E-5
0.72	3.3654E-5	3.12845E-5	2.8909E-5	2.83005E-5	2.9115E-5	2.7676E-5	2.5506E-5	2.03545E-5	1.7717E-5	1.73775E-5	1.81335E-5	1.8193E-5	1.8483E-5
0.74	3.7788E-5	3.47985E-5	3.17165E-5	3.17125E-5	3.213E-5	3.1052E-5	2.8776E-5	2.27305E-5	1.96095E-5	1.9592E-5	2.0167E-5	1.98655E-5	2.0396E-5
0.76	4.40675E-5	3.8877E-5	3.5215E-5	3.5011E-5	3.6366E-5	3.4589E-5	3.194E-5	2.5469E-5	2.18295E-5	2.15595E-5	2.2127E-5	2.2274E-5	2.2221E-5
0.78	4.76015E-5	4.39885E-5	3.9544E-5	3.8821E-5	4.0294E-5	3.8979E-5	3.5873E-5	2.82485E-5	2.4285E-5	2.391E-5	2.45125E-5	2.4533E-5	2.45555E-5
0.8	5.3257E-5	4.791E-5	4.3918E-5	4.339E-5	4.5248E-5	4.3645E-5	3.9677E-5	3.18735E-5	2.71135E-5	2.63945E-5	2.7467E-5	2.6795E-5	2.72195E-5
0.82	5.89545E-5	5.38115E-5	4.9727E-5	4.84555E-5	5.0591E-5	4.8872E-5	4.4558E-5	3.5552E-5	3.03335E-5	2.95175E-5	3.0268E-5	2.9656E-5	2.98745E-5
0.84	6.52595E-5	6.063E-5	5.5466E-5	5.41085E-5	5.6534E-5	5.4137E-5	4.9907E-5	3.94835E-5	3.45455E-5	3.30465E-5	3.3243E-5	3.29965E-5	3.33115E-5
0.86	6.96195E-5	6.504E-5	6.12605E-5	6.0442E-5	6.3375E-5	6.0052E-5	5.5445E-5	4.4099E-5	3.79425E-5	3.70375E-5	3.70195E-5	3.6932E-5	3.6909E-5
0.88	7.92945E-5	7.2224E-5	6.85545E-5	6.8392E-5	7.0794E-5	6.72E-5	6.2115E-5	4.99805E-5	4.34115E-5	4.10545E-5	4.10645E-5	4.0428E-5	4.06925E-5
0.9	8.71785E-5	8.0304E-5	7.662E-5	7.5729E-5	7.8314E-5	7.5445E-5	6.896E-5	5.5207E-5	4.8982E-5	4.5509E-5	4.6169E-5	4.48015E-5	4.54365E-5
0.92	9.26465E-5	9.0313E-5	8.5018E-5	8.3973E-5	8.7274E-5	8.3697E-5	7.6513E-5	6.1609E-5	5.38005E-5	5.10505E-5	5.20195E-5	4.99935E-5	5.07105E-5
0.94	1.02E-4	1E-4	9.5188E-5	9.4117E-5	9.6791E-5	9.4345E-5	8.542E-5	6.7835E-5	5.83705E-5	5.7003E-5	5.80135E-5	5.5453E-5	5.58175E-5
0.96	1.16E-4	1.12E-4	1.05E-4	1.04E-4	1.08E-4	1.05E-4	9.4926E-5	7.7727E-5	6.6693E-5	6.5597E-5	6.24285E-5	6.1666E-5	6.22105E-5
