Offset	Energy	lambda	cap	A	QWidth	T0	T1	error
9.549921e+00	7.000000e-01	1.548948e-01	-1.175747e+00	-9.059099e-01	1.322527e-01	2.980000e+02	3.000000e+02	2.72491
6.616094e-01	7.000000e-01	9.378845e-01	-3.898556e-01	-5.001221e-01	1.796843e-01	2.980000e+02	3.000000e+02	3.01263
1.295096e+01	7.000000e-01	6.539782e-01	-1.360584e+00	-1.007590e+00	4.935515e-02	2.980000e+02	3.000000e+02	2.86980
7.597803e+00	7.000000e-01	2.715643e-01	-1.101854e+00	-4.227303e-01	2.135752e-01	2.980000e+02	3.000000e+02	2.71473
1.527088e+01	7.000000e-01	6.062721e-02	-2.250923e+00	-1.468143e+00	5.400994e-02	2.980000e+02	3.000000e+02	2.63439
1.075319e+01	7.000000e-01	5.443623e-01	-4.729467e-01	-8.914735e-01	1.291986e-01	2.980000e+02	3.000000e+02	2.71311
1.740448e+01	7.000000e-01	4.849034e-01	-1.954802e+00	-1.040991e+00	1.188734e-01	2.980000e+02	3.000000e+02	2.90279
1.325306e+01	7.000000e-01	4.059913e-01	-5.094443e-01	-1.238273e+00	2.096387e-02	2.980000e+02	3.000000e+02	2.71589
1.689335e+01	7.000000e-01	1.190256e-01	-1.681456e+00	-1.171926e+00	2.939076e-02	2.980000e+02	3.000000e+02	2.59353
1.244438e+01	7.000000e-01	2.023798e-01	-1.311819e+00	-8.756210e-01	1.485092e-01	2.980000e+02	3.000000e+02	2.66692
8.474296e+00	7.000000e-01	9.625407e-01	-2.417360e-01	-4.931017e-01	1.594169e-02	2.980000e+02	3.000000e+02	2.91326
1.966013e+00	7.000000e-01	9.931364e-01	-2.800396e-01	-6.070027e-01	2.209373e-01	2.980000e+02	3.000000e+02	2.71309
5.455608e+00	7.000000e-01	6.449442e-01	-2.310972e+00	-6.303803e-01	1.673775e-01	2.980000e+02	3.000000e+02	2.84176
1.395371e+01	7.000000e-01	8.739431e-01	-1.832593e+00	-1.316236e-02	3.160057e-02	2.980000e+02	3.000000e+02	2.75313
1.126949e+01	7.000000e-01	1.755408e-01	-2.067432e+00	-1.374640e+00	1.031879e-01	2.980000e+02	3.000000e+02	2.72138
1.765693e+01	7.000000e-01	9.266763e-01	-1.423358e+00	-1.065008e+00	9.652312e-02	2.980000e+02	3.000000e+02	2.91725
8.947532e+00	7.000000e-01	6.161464e-01	-8.467005e-01	-5.376111e-01	1.533857e-01	2.980000e+02	3.000000e+02	3.32040
1.912054e+01	7.000000e-01	7.527011e-01	-2.132627e+00	-1.704706e-01	9.094191e-02	2.980000e+02	3.000000e+02	2.54086
4.233215e+00	7.000000e-01	1.981708e-01	-1.589087e+00	-1.262304e+00	3.038318e-03	2.980000e+02	3.000000e+02	2.84184
1.278080e+01	7.000000e-01	2.519640e-01	-8.276094e-01	-1.182914e+00	4.978230e-03	2.980000e+02	3.000000e+02	2.69120
1.959529e+01	7.000000e-01	7.725495e-01	-1.986727e+00	-3.329835e-01	1.465216e-01	2.980000e+02	3.000000e+02	2.57716
4.434980e+00	7.000000e-01	3.646119e-01	-8.912775e-02	-9.686181e-01	7.801973e-02	2.980000e+02	3.000000e+02	2.85488
3.093978e+00	7.000000e-01	1.430205e-01	-2.477221e+00	-3.630082e-01	2.033131e-01	2.980000e+02	3.000000e+02	2.86274
9.038724e-02	7.000000e-01	4.337910e-01	-6.675909e-01	-4.493783e-01	3.876443e-02	2.980000e+02	3.000000e+02	3.13505
9.652322e+00	7.000000e-01	8.166931e-01	-2.021157e+00	-1.958960e-01	1.940951e-01	2.980000e+02	3.000000e+02	2.79652
4.769242e+00	7.000000e-01	2.633605e-01	-1.252883e+00	-7.567199e-01	1.334116e-01	2.980000e+02	3.000000e+02	2.75319
1.630545e+01	7.000000e-01	9.021816e-01	-1.040263e-02	-7.281852e-01	6.170351e-02	2.980000e+02	3.000000e+02	1.52615
5.274205e+00	7.000000e-01	9.496539e-01	-1.280796e+00	-1.391151e+00	1.757578e-01	2.980000e+02	3.000000e+02	1.40728
1.577352e+01	7.000000e-01	3.958239e-01	-2.144037e+00	-4.072811e-01	2.189055e-01	2.980000e+02	3.000000e+02	2.63276
1.694277e+00	7.000000e-01	7.792308e-01	-1.495028e+00	-6.729093e-01	1.709284e-01	2.980000e+02	3.000000e+02	3.24606
1.812283e+01	7.000000e-01	7.178985e-01	-1.229100e+00	-1.256419e+00	1.093972e-01	2.980000e+02	3.000000e+02	2.47323
7.308414e+00	7.000000e-01	3.835463e-01	-1.664278e+00	-1.485690e+00	2.415094e-01	2.980000e+02	3.000000e+02	2.83773
1.832071e+01	7.000000e-01	7.261595e-01	-5.378524e-01	-8.430989e-01	1.977618e-01	2.980000e+02	3.000000e+02	2.45061
1.159175e+01	7.000000e-01	2.923970e-01	-9.394054e-01	-1.064652e-01	2.359807e-02	2.980000e+02	3.000000e+02	2.56896
1.942728e+01	7.000000e-01	8.890815e-01	-1.370540e+00	-2.368225e-01	1.038903e-01	2.980000e+02	3.000000e+02	1.99267
1.214342e+00	7.000000e-01	3.165253e-02	-1.564258e+00	-5.883997e-01	2.437595e-01	2.980000e+02	3.000000e+02	2.88415
1.211174e+01	7.000000e-01	8.644350e-01	-2.461501e+00	-6.819982e-01	1.159829e-01	2.980000e+02	3.000000e+02	3.20771
1.483412e+01	7.000000e-01	4.187531e-02	-7.089075e-01	-3.014632e-01	1.924522e-01	2.980000e+02	3.000000e+02	2.56221
1.616746e+01	7.000000e-01	5.949637e-01	-5.847255e-01	-4.777126e-01	2.289582e-01	2.980000e+02	3.000000e+02	2.87392
6.879735e+00	7.000000e-01	4.591915e-01	-1.089143e+00	-9.871907e-01	7.998670e-03	2.980000e+02	3.000000e+02	2.83376
1.423662e+01	7.000000e-01	3.284700e-01	-2.185877e+00	-8.214461e-02	9.887029e-02	2.980000e+02	3.000000e+02	2.67252
1.723277e+01	7.000000e-01	9.109752e-01	-2.035520e+00	-6.524110e-01	1.815510e-01	2.980000e+02	3.000000e+02	3.25052
1.517373e+01	7.000000e-01	5.204523e-01	-1.842960e+00	-5.295599e-02	8.107467e-02	2.980000e+02	3.000000e+02	2.65382
1.183980e+01	7.000000e-01	5.563194e-01	-7.622678e-01	-8.282391e-01	1.896432e-01	2.980000e+02	3.000000e+02	2.65868
1.380739e+01	7.000000e-01	7.856827e-02	-1.336764e-01	-7.938444e-01	4.469935e-02	2.980000e+02	3.000000e+02	2.66824
7.754047e+00	7.000000e-01	6.105463e-01	-1.433744e+00	-7.626003e-01	1.658197e-01	2.980000e+02	3.000000e+02	3.06662
1.027654e+01	7.000000e-01	1.660377e-01	-4.187261e-01	-1.020836e+00	2.128659e-01	2.980000e+02	3.000000e+02	2.74121
3.697188e+00	7.000000e-01	5.832235e-01	-1.009830e+00	-3.069679e-02	1.395246e-01	2.980000e+02	3.000000e+02	1.65554
8.562385e+00	7.000000e-01	4.458551e-01	-1.715595e+00	-9.325672e-01	2.048128e-01	2.980000e+02	3.000000e+02	2.85962
5.872299e+00	7.000000e-01	6.817573e-01	-1.872894e+00	-1.103162e+00	8.614983e-02	2.980000e+02	3.000000e+02	2.76688
1.552134e+01	7.000000e-01	5.170864e-01	-1.508463e+00	-1.148072e+00	2.321259e-01	2.980000e+02	3.000000e+02	2.59606
6.635321e+00	7.000000e-01	8.113709e-01	-2.363764e+00	-1.436166e+00	2.489150e-01	2.980000e+02	3.000000e+02	2.41362
1.000242e+01	7.000000e-01	6.305327e-01	-6.454805e-01	-7.323898e-02	2.382184e-01	2.980000e+02	3.000000e+02	3.33062
1.378301e+00	7.000000e-01	1.304544e-02	-2.110923e-01	-3.595935e-01	2.240672e-01	2.980000e+02	3.000000e+02	2.88720
2.291419e+00	7.000000e-01	4.174566e-01	-6.291136e-01	-2.137874e-01	8.993938e-02	2.980000e+02	3.000000e+02	2.94311
1.664278e+01	7.000000e-01	7.893567e-01	-1.135587e-01	-8.118691e-01	1.425911e-01	2.980000e+02	3.000000e+02	2.13432
8.245390e-01	7.000000e-01	4.716506e-01	-2.385328e+00	-1.317514e+00	1.501013e-01	2.980000e+02	3.000000e+02	2.93159
1.098462e+01	7.000000e-01	6.935623e-01	-9.685937e-01	-9.509034e-01	2.079490e-01	2.980000e+02	3.000000e+02	2.83157
5.697971e+00	7.000000e-01	5.027572e-01	-2.271784e+00	-5.505963e-01	2.336488e-01	2.980000e+02	3.000000e+02	2.83221
4.198252e-01	7.000000e-01	9.021066e-02	-1.886775e-01	-1.411423e+00	1.591900e-01	2.980000e+02	3.000000e+02	2.89543
1.340992e+01	7.000000e-01	1.484558e-02	-1.741985e+00	-1.218708e+00	1.667689e-02	2.980000e+02	3.000000e+02	2.67700
3.994880e+00	7.000000e-01	9.659543e-02	-3.544487e-01	-1.292980e+00	6.754142e-02	2.980000e+02	3.000000e+02	2.84536
2.440379e+00	7.000000e-01	3.142250e-01	-7.778093e-01	-1.349488e+00	7.387242e-02	2.980000e+02	3.000000e+02	2.87200
6.971621e+00	7.000000e-01	9.777799e-01	-8.883643e-01	-1.338401e+00	5.879518e-02	2.980000e+02	3.000000e+02	1.37352
3.398995e+00	7.000000e-01	3.409530e-01	-1.140793e+00	-1.085076e+00	1.242001e-02	2.980000e+02	3.000000e+02	2.86223
1.850491e+01	7.000000e-01	5.728477e-01	-5.909974e-02	-2.798544e-01	7.151489e-02	2.980000e+02	3.000000e+02	2.62945
1.041919e+01	7.000000e-01	2.942525e-01	-4.613820e-01	-1.387431e-01	6.646704e-02	2.980000e+02	3.000000e+02	2.59687
5.021057e+00	7.000000e-01	2.280809e-01	-9.098131e-01	-2.915749e-01	1.202909e-01	2.980000e+02	3.000000e+02	2.71825
8.156018e+00	7.000000e-01	2.239613e-01	-1.050103e+00	-7.068862e-01	1.108322e-01	2.980000e+02	3.000000e+02	2.68970
1.866693e+01	7.000000e-01	7.348302e-01	-2.427971e+00	-1.477918e-01	1.263726e-01	2.980000e+02	3.000000e+02	2.55820
2.895717e+00	7.000000e-01	1.248533e-01	-3.011003e-01	-3.833320e-01	4.140616e-02	2.980000e+02	3.000000e+02	2.86515
1.988245e+01	7.000000e-01	8.520757e-01	-2.205617e+00	-5.686683e-01	1.621265e-01	2.980000e+02	3.000000e+02	2.70820
1.444723e+01	7.000000e-01	3.475831e-01	-1.607398e+00	-1.454414e+00	1.857456e-01	2.980000e+02	3.000000e+02	2.68251
6.234700e+00	7.000000e-01	6.789862e-01	-1.904344e+00	-1.134632e+00	3.577086e-02	2.980000e+02	3.000000e+02	2.82477
9.127714e+00	7.000000e-01	8.314693e-01	-1.785008e+00	-2.509428e-01	5.027293e-02	2.980000e+02	3.000000e+02	2.82138
8.307554e+00	7.000000e-01	4.649205e-01	-1.085520e+00	-1.338401e+00	8.363240e-02	2.980000e+02	3.000000e+02	2.82642
1.153033e+01	7.000000e-01	8.516669e-01	-2.207920e+00	-5.001221e-01	7.558268e-02	2.980000e+02	3.000000e+02	2.72423
5.580954e-01	7.000000e-01	6.631996e-01	-3.938229e-01	-1.323036e+00	4.935515e-02	2.980000e+02	3.000000e+02	2.91654
8.343052e+00	7.000000e-01	2.715643e-01	-1.101854e+00	-1.479810e+00	1.355221e-02	2.980000e+02	3.000000e+02	2.77681
7.951494e+00	7.000000e-01	6.604480e-01	-1.523575e+00	-6.592202e-01	9.982750e-02	2.980000e+02	3.000000e+02	3.04658
7.697295e+00	7.000000e-01	8.545053e-01	-1.692791e+00	-1.465592e+00	6.960798e-02	2.980000e+02	3.000000e+02	2.49324
6.912864e+00	7.000000e-01	7.485069e-02	-2.210481e+00	-1.045271e+00	1.629463e-01	2.980000e+02	3.000000e+02	2.79363
8.273711e+00	7.000000e-01	8.999597e-01	-9.376517e-01	-1.217159e-01	4.551951e-03	2.980000e+02	3.000000e+02	3.33613
2.651826e+00	7.000000e-01	8.209627e-01	-8.817235e-01	-1.171926e+00	2.939076e-02	2.980000e+02	3.000000e+02	2.70944
3.283693e+00	7.000000e-01	9.453510e-01	-1.783749e+00	-1.124608e+00	1.485092e-01	2.980000e+02	3.000000e+02	3.02179
8.474296e+00	7.000000e-01	9.233523e-01	-2.011617e-01	-1.003697e+00	1.594169e-02	2.980000e+02	3.000000e+02	2.01860
1.966013e+00	7.000000e-01	9.931364e-01	-2.800396e-01	-1.058009e+00	2.209373e-01	2.980000e+02	3.000000e+02	1.32843
1.827814e+01	7.000000e-01	1.806666e-01	-2.284773e+00	-7.834539e-01	2.403037e-01	2.980000e+02	3.000000e+02	2.54509
1.877898e+01	7.000000e-01	6.974983e-01	-5.101965e-01	-2.379666e-01	1.811308e-01	2.980000e+02	3.000000e+02	3.16421
9.764682e+00	7.000000e-01	7.200683e-01	-2.067432e+00	-5.714725e-01	1.031879e-01	2.980000e+02	3.000000e+02	2.81948
1.378768e+00	7.000000e-01	7.710520e-01	-1.029554e+00	-1.065008e+00	1.136471e-01	2.980000e+02	3.000000e+02	2.68092
8.947532e+00	7.000000e-01	2.180908e-01	-2.253605e+00	-7.017445e-01	2.172124e-01	2.980000e+02	3.000000e+02	2.75223
1.819779e+01	7.000000e-01	8.691270e-02	-2.132627e+00	-1.444398e+00	2.430600e-01	2.980000e+02	3.000000e+02	2.55789
1.380002e+01	7.000000e-01	9.808961e-01	-1.015805e+00	-4.613407e-01	2.057927e-01	2.980000e+02	3.000000e+02	3.59841
7.996413e+00	7.000000e-01	5.564210e-01	-4.469863e-01	-1.182914e+00	1.158158e-01	2.980000e+02	3.000000e+02	2.84347
1.008371e+01	7.000000e-01	7.725495e-01	-1.986727e+00	-3.329835e-01	2.085071e-01	2.980000e+02	3.000000e+02	2.79308
4.825005e+00	7.000000e-01	5.709600e-01	-1.135371e+00	-1.403015e+00	1.182578e-01	2.980000e+02	3.000000e+02	2.88850
1.326597e+01	7.000000e-01	9.363040e-01	-1.396196e+00	-3.630082e-01	2.487261e-01	2.980000e+02	3.000000e+02	3.06286
8.738176e+00	7.000000e-01	4.337910e-01	-6.675909e-01	-1.499461e+00	2.236802e-01	2.980000e+02	3.000000e+02	2.81612
4.673997e+00	7.000000e-01	8.195020e-01	-9.096645e-02	-2.083246e-01	1.755793e-01	2.980000e+02	3.000000e+02	2.35248
6.205720e-02	7.000000e-01	9.288785e-02	-6.646103e-01	-9.264096e-01	2.289033e-01	2.980000e+02	3.000000e+02	2.90143
4.225988e+00	7.000000e-01	8.492721e-01	-6.145537e-02	-1.494971e+00	2.064180e-01	2.980000e+02	3.000000e+02	2.60448
5.274205e+00	7.000000e-01	1.083863e-01	-1.565794e+00	-1.093447e+00	1.757578e-01	2.980000e+02	3.000000e+02	2.83603
6.605909e+00	7.000000e-01	5.839759e-02	-1.358464e+00	-4.072811e-01	2.000498e-01	2.980000e+02	3.000000e+02	2.81130
