Offset	Energy	lambda	cap	A	QWidth	T0	T1	error
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
5.000000e+00	7.500000e-01	1.570000e-01	-1.270000e+00	-5.000000e-01	9.450000e-01	2.980000e+02	3.000000e+02	1.99823
4.954457e+00	7.206544e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206544e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206545e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206544e-01	4.773832e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206544e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206544e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
4.954457e+00	7.206544e-01	4.773831e-02	-1.271652e+00	-4.669836e-01	1.393280e+00	2.980000e+02	3.000000e+02	1.32378
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138449e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490735e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.140366e+00	7.200070e-01	5.138448e-02	-1.267144e+00	-4.490734e-01	1.755329e+00	2.980000e+02	3.000000e+02	0.93134
5.149811e+00	7.231240e-01	6.058784e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36330
5.149811e+00	7.231240e-01	6.058784e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36330
5.149811e+00	7.231240e-01	6.058784e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36330
5.149811e+00	7.231240e-01	6.058785e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36329
5.149811e+00	7.231240e-01	6.058784e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36330
5.149811e+00	7.231240e-01	6.058784e-02	-1.264378e+00	-4.418285e-01	1.914778e+00	2.980000e+02	3.000000e+02	0.36330
