Energy	lambda	cap	A	QWidth	T0	T1	error
9.377176e-01	1.023548e+00	6.247074e-01	-1.233773e-01	4.770595e-04	2.980000e+02	3.000000e+02	2.35980
7.628230e-01	1.105538e+00	1.199244e+00	-5.039228e-01	7.683415e-02	2.980000e+02	3.000000e+02	2.34818
3.449591e-01	5.839616e-01	1.628740e+00	-8.807154e-01	2.742791e-01	2.980000e+02	3.000000e+02	2.36138
2.330162e-01	4.736760e-01	-5.120846e-01	-7.677513e-01	6.497674e-01	2.980000e+02	3.000000e+02	2.71139
5.560283e-01	1.208882e+00	-4.576602e-01	-4.198574e-01	7.150646e-01	2.980000e+02	3.000000e+02	2.97278
3.057463e-01	1.372074e+00	1.378216e+00	-3.802658e-01	3.945836e-01	2.980000e+02	3.000000e+02	2.32826
9.502413e-01	3.927550e-01	1.793770e+00	-2.963409e-01	4.753071e-01	2.980000e+02	3.000000e+02	2.34970
6.356958e-01	9.682420e-01	-1.392879e+00	-2.897680e-01	3.565167e-01	2.980000e+02	3.000000e+02	2.89669
2.899624e-01	3.493101e-01	8.397080e-01	-6.103371e-01	5.873968e-01	2.980000e+02	3.000000e+02	2.35747
1.381501e-01	2.435124e-02	-6.823604e-01	-4.674459e-01	6.770270e-01	2.980000e+02	3.000000e+02	2.35210
3.051696e-02	7.261681e-01	-1.058237e+00	-3.566025e-01	8.104096e-01	2.980000e+02	3.000000e+02	2.24436
4.198045e-01	7.818860e-01	1.357803e+00	-7.500941e-02	3.685555e-01	2.980000e+02	3.000000e+02	2.35094
5.058192e-02	1.091555e+00	-1.010657e+00	-3.432762e-02	6.611916e-02	2.980000e+02	3.000000e+02	2.23918
1.960399e-01	9.821731e-01	1.696598e+00	-4.477542e-01	1.518430e-01	2.980000e+02	3.000000e+02	2.39418
2.092438e-01	1.432358e+00	2.898546e-01	-6.838091e-01	9.530980e-01	2.980000e+02	3.000000e+02	3.06307
4.932837e-01	2.381747e-01	1.119200e-01	-7.494084e-01	7.020582e-01	2.980000e+02	3.000000e+02	2.35645
7.286378e-02	1.344243e-02	-8.810438e-01	-9.677112e-01	4.324586e-01	2.980000e+02	3.000000e+02	2.35391
8.014105e-01	8.153872e-01	-2.380692e-01	-8.371014e-01	4.225383e-01	2.980000e+02	3.000000e+02	2.24046
8.925236e-01	6.249460e-01	-1.137955e+00	-3.393230e-01	5.434269e-01	2.980000e+02	3.000000e+02	2.62406
9.122457e-01	1.123969e+00	-7.433041e-02	-5.688852e-01	7.565498e-01	2.980000e+02	3.000000e+02	2.02292
9.772709e-02	1.064440e+00	-1.977511e+00	-3.915571e-01	3.831905e-01	2.980000e+02	3.000000e+02	2.37240
8.252051e-01	5.107181e-01	-1.805932e+00	-4.857781e-01	9.389110e-02	2.980000e+02	3.000000e+02	2.41846
9.606527e-01	8.665455e-01	3.097790e-01	-3.298350e-01	9.059181e-01	2.980000e+02	3.000000e+02	2.38707
7.964635e-01	7.423218e-01	9.535656e-01	-7.179069e-01	1.645473e-01	2.980000e+02	3.000000e+02	2.36707
7.232771e-01	3.733431e-01	1.582866e+00	-1.977170e-01	2.276873e-01	2.980000e+02	3.000000e+02	2.34970
7.504851e-01	1.325269e+00	4.255747e-02	-9.225478e-01	1.779999e-01	2.980000e+02	3.000000e+02	2.38770
1.313579e-01	1.404555e+00	-1.700090e+00	-8.250243e-01	5.727067e-01	2.980000e+02	3.000000e+02	2.89288
8.468814e-01	1.524049e-01	-1.255537e+00	-2.106799e-01	1.843344e-02	2.980000e+02	3.000000e+02	2.35803
2.175345e-01	5.251700e-01	9.311582e-01	-5.146869e-01	2.232174e-01	2.980000e+02	3.000000e+02	2.36337
6.223463e-01	1.854717e-01	-6.573152e-01	-7.024896e-01	3.661827e-02	2.980000e+02	3.000000e+02	2.23620
9.963509e-01	6.767113e-02	1.417755e+00	-2.284621e-01	5.486549e-01	2.980000e+02	3.000000e+02	2.34970
1.111426e-02	9.468871e-02	1.057800e+00	-1.603003e-01	8.865141e-01	2.980000e+02	3.000000e+02	2.34970
8.296149e-01	4.168354e-01	-9.347917e-01	-8.472696e-02	7.205659e-01	2.980000e+02	3.000000e+02	1.92181
5.605498e-01	1.349382e+00	1.941670e+00	-4.031644e-01	3.134421e-01	2.980000e+02	3.000000e+02	2.36415
2.644061e-01	1.237281e+00	1.558925e+00	-1.015775e-01	2.983234e-01	2.980000e+02	3.000000e+02	2.37773
7.824508e-01	1.256745e+00	-1.514710e+00	-1.471946e-01	8.448779e-02	2.980000e+02	3.000000e+02	2.65144
9.211340e-01	4.392786e-01	-1.903718e+00	-5.259858e-01	1.428155e-01	2.980000e+02	3.000000e+02	2.35559
9.055037e-01	1.052538e+00	-1.736644e+00	-5.985660e-01	7.827388e-01	2.980000e+02	3.000000e+02	3.07959
4.116139e-01	1.292651e+00	-8.853316e-02	-4.626802e-01	6.655438e-01	2.980000e+02	3.000000e+02	2.96031
9.851876e-01	1.459767e+00	-3.028275e-01	-1.184183e-01	6.204496e-01	2.980000e+02	3.000000e+02	2.55163
6.833737e-01	1.486252e+00	1.967717e+00	-7.752854e-01	1.968226e-01	2.980000e+02	3.000000e+02	2.45823
4.612192e-01	2.449784e-01	-1.576048e+00	-6.297877e-01	2.036215e-01	2.980000e+02	3.000000e+02	2.34201
3.757810e-01	8.906493e-01	-1.228870e+00	-9.372767e-01	4.839699e-01	2.980000e+02	3.000000e+02	2.98339
1.647015e-01	1.463472e+00	1.469209e+00	-1.412330e-01	2.515654e-01	2.980000e+02	3.000000e+02	2.35321
5.440080e-01	1.168452e+00	-7.333455e-01	-1.796036e-01	8.737299e-01	2.980000e+02	3.000000e+02	3.16038
6.588218e-01	1.141112e+00	-8.407272e-01	-6.518924e-01	6.807778e-01	2.980000e+02	3.000000e+02	2.98299
6.481400e-01	5.338858e-02	7.340943e-01	-5.362813e-01	4.433975e-02	2.980000e+02	3.000000e+02	2.34970
3.996344e-01	1.185662e+00	-5.995866e-01	-9.874908e-01	4.993542e-01	2.980000e+02	3.000000e+02	3.06009
7.416238e-01	7.164559e-01	-1.794518e-01	-8.954512e-01	8.180985e-01	2.980000e+02	3.000000e+02	2.30696
8.743279e-01	7.645782e-01	4.806541e-01	-6.647114e-01	3.404168e-01	2.980000e+02	3.000000e+02	2.37506
6.024006e-01	9.014098e-01	-1.172995e+00	-3.076700e-01	1.075809e-01	2.980000e+02	3.000000e+02	2.74086
1.513001e-01	5.440993e-01	4.446787e-01	-5.823254e-01	9.098775e-01	2.980000e+02	3.000000e+02	2.11908
4.965080e-01	2.754352e-01	3.539635e-01	-2.414371e-01	2.609736e-01	2.980000e+02	3.000000e+02	2.34995
3.596274e-01	2.074710e-01	1.270989e+00	-4.270006e-01	5.320476e-01	2.980000e+02	3.000000e+02	2.34970
3.326845e-01	6.886624e-01	1.735688e+00	-5.584886e-01	3.247166e-01	2.980000e+02	3.000000e+02	2.35878
5.792209e-01	1.694871e-01	1.208424e+00	-8.745785e-01	7.956524e-01	2.980000e+02	3.000000e+02	2.34970
2.702877e-01	8.393052e-01	-1.645160e+00	-4.977620e-02	5.101008e-01	2.980000e+02	3.000000e+02	2.37568
3.131500e-01	6.564902e-01	-1.873247e+00	-6.764656e-01	6.121274e-01	2.980000e+02	3.000000e+02	2.36652
1.757416e-01	6.734043e-01	-1.452147e+00	-7.367401e-01	5.748152e-01	2.980000e+02	3.000000e+02	2.36540
4.782676e-01	4.922571e-01	1.112525e+00	-2.497443e-02	4.097360e-01	2.980000e+02	3.000000e+02	2.34970
4.488997e-01	1.154143e-01	7.103215e-01	-8.601271e-01	7.672716e-01	2.980000e+02	3.000000e+02	2.34970
2.508738e-01	1.311648e+00	1.847096e+00	-2.210761e-01	8.420534e-01	2.980000e+02	3.000000e+02	2.37128
6.742890e-01	1.011804e+00	7.920222e-01	-2.727857e-01	6.375037e-01	2.980000e+02	3.000000e+02	2.38951
4.321716e-01	9.595236e-01	-4.521787e-01	-9.823821e-01	9.324239e-01	2.980000e+02	3.000000e+02	2.83460
5.190456e-01	9.250976e-01	-7.884969e-01	-7.291020e-01	8.661763e-01	2.980000e+02	3.000000e+02	2.94886
1.584063e-02	8.546681e-01	2.365774e-01	-5.626489e-02	2.924939e-01	2.980000e+02	3.000000e+02	2.79657
6.061691e-02	2.963545e-01	5.809365e-01	-9.079000e-01	1.207156e-01	2.980000e+02	3.000000e+02	2.32550
6.955012e-01	1.274421e+00	5.259687e-01	-3.716425e-01	9.933769e-01	2.980000e+02	3.000000e+02	2.05433
5.212303e-01	1.394935e+00	-1.315230e+00	-7.940127e-01	7.461104e-01	2.980000e+02	3.000000e+02	3.26185
5.947814e-01	3.155058e-01	1.430664e-01	-3.009498e-04	4.518500e-01	2.980000e+02	3.000000e+02	2.35267
3.636317e-01	6.180981e-01	2.013457e-02	-8.478254e-01	8.296395e-01	2.980000e+02	3.000000e+02	1.86797
7.175523e-01	5.799502e-01	-3.760283e-01	-9.520812e-01	9.446430e-01	2.980000e+02	3.000000e+02	2.33058
8.408315e-02	4.593549e-01	-1.550726e+00	-2.571082e-01	9.723761e-01	2.980000e+02	3.000000e+02	2.36080
1.104648e-01	3.358792e-01	1.022796e+00	-6.264610e-01	9.807856e-01	2.980000e+02	3.000000e+02	2.36632
8.602091e-01	1.376072e-01	-2.878416e-01	-8.051327e-01	4.622335e-01	2.980000e+02	3.000000e+02	2.34970
3.636317e-01	5.863250e-01	-1.437670e+00	-7.230084e-01	5.332844e-01	2.980000e+02	3.000000e+02	2.58674
5.472984e-01	8.291331e-01	1.199244e+00	-5.039228e-01	7.683415e-02	2.980000e+02	3.000000e+02	2.34755
4.046618e-01	2.069017e-01	1.150701e+00	-8.802639e-01	5.289849e-01	2.980000e+02	3.000000e+02	2.34971
5.664625e-01	3.813909e-01	-1.722456e+00	-7.677513e-01	6.497674e-01	2.980000e+02	3.000000e+02	2.49473
6.424665e-01	3.493933e-01	-4.576602e-01	-4.801927e-01	3.615740e-01	2.980000e+02	3.000000e+02	2.34407
5.816157e-01	1.223857e+00	-1.517806e+00	-4.248447e-01	5.731649e-01	2.980000e+02	3.000000e+02	3.04441
5.331233e-01	4.774350e-01	8.479065e-01	-8.693944e-01	7.214325e-01	2.980000e+02	3.000000e+02	2.35719
8.835841e-01	1.211993e+00	-6.331043e-01	-4.423611e-01	7.546502e-01	2.980000e+02	3.000000e+02	2.65988
3.387650e-01	3.493101e-01	1.730683e+00	-6.292648e-01	5.873968e-01	2.980000e+02	3.000000e+02	2.34970
1.381501e-01	4.972949e-01	-6.823604e-01	-7.990915e-01	7.208645e-01	2.980000e+02	3.000000e+02	2.47610
7.473848e-01	7.261681e-01	-1.058237e+00	-8.368060e-01	8.104096e-01	2.980000e+02	3.000000e+02	2.46150
1.609283e-01	6.659754e-01	1.357803e+00	-3.353088e-01	4.460764e-01	2.980000e+02	3.000000e+02	2.36725
4.211612e-01	4.875857e-01	7.190058e-02	-8.249442e-01	8.566188e-01	2.980000e+02	3.000000e+02	2.31832
1.026301e-01	1.253248e+00	-1.221049e+00	-8.196341e-01	5.760266e-01	2.980000e+02	3.000000e+02	2.93177
6.555180e-01	5.412857e-01	-6.359468e-01	-6.234159e-01	9.931523e-01	2.980000e+02	3.000000e+02	1.80001
8.756040e-01	9.434880e-01	-1.154464e+00	-7.494084e-01	9.998512e-01	2.980000e+02	3.000000e+02	2.68018
7.286378e-02	3.306517e-01	-1.958773e+00	-9.677112e-01	2.196297e-01	2.980000e+02	3.000000e+02	2.48314
7.771105e-01	7.652060e-01	-9.641338e-01	-8.371014e-01	6.302626e-01	2.980000e+02	3.000000e+02	2.29140
8.071067e-01	6.249460e-01	-1.748577e+00	-7.823729e-01	7.072898e-01	2.980000e+02	3.000000e+02	2.72124
7.834176e-01	1.123969e+00	1.054052e+00	-6.944778e-01	6.597663e-01	2.980000e+02	3.000000e+02	2.38655
4.306662e-01	1.093259e+00	-5.506086e-01	-3.915571e-01	8.997563e-01	2.980000e+02	3.000000e+02	3.08795
4.901863e-01	5.266944e-01	-1.900747e+00	-4.857781e-01	9.389110e-02	2.980000e+02	3.000000e+02	2.44571
9.606527e-01	1.414876e-01	3.097790e-01	-7.811105e-01	1.364592e-01	2.980000e+02	3.000000e+02	2.34970
3.878149e-01	5.038776e-01	9.535656e-01	-9.461611e-01	1.764010e-03	2.980000e+02	3.000000e+02	2.20536
7.084077e-01	6.475443e-01	-1.262920e-01	-7.795839e-01	2.276873e-01	2.980000e+02	3.000000e+02	2.35497
7.504851e-01	5.292152e-01	-7.669101e-01	-2.388671e-01	4.906208e-01	2.980000e+02	3.000000e+02	2.18567
1.313579e-01	1.144611e+00	-1.700090e+00	-7.184754e-01	5.727067e-01	2.980000e+02	3.000000e+02	2.59853
9.200312e-01	9.040701e-01	-1.426109e+00	-5.202495e-01	1.479614e-01	2.980000e+02	3.000000e+02	2.73005
5.890911e-01	3.237281e-01	5.371413e-01	-7.221751e-01	7.311370e-01	2.980000e+02	3.000000e+02	2.34999
6.223463e-01	1.854717e-01	-6.327840e-01	-9.131789e-01	7.640965e-01	2.980000e+02	3.000000e+02	2.38216
5.722145e-01	6.767113e-02	-5.587680e-01	-1.616247e-01	7.771377e-01	2.980000e+02	3.000000e+02	2.37724
9.945186e-01	4.010945e-01	1.057800e+00	-4.089921e-01	9.490835e-01	2.980000e+02	3.000000e+02	2.34970
6.900150e-01	5.983690e-01	-6.697690e-01	-8.472696e-02	7.649142e-01	2.980000e+02	3.000000e+02	2.26606
5.592799e-01	4.951303e-02	-1.647508e+00	-6.442064e-01	2.314725e-04	2.980000e+02	3.000000e+02	2.34970
9.495109e-01	1.237281e+00	-1.683307e+00	-6.599432e-01	6.915383e-01	2.980000e+02	3.000000e+02	3.14017
6.415643e-01	1.256745e+00	-1.174536e+00	-5.666762e-01	7.775328e-01	2.980000e+02	3.000000e+02	3.20795
2.625774e-01	4.392786e-01	-1.972032e-01	-5.259858e-01	5.907627e-01	2.980000e+02	3.000000e+02	2.15429
3.566824e-01	4.018468e-01	-1.736644e+00	-5.955077e-01	2.537932e-01	2.980000e+02	3.000000e+02	2.49555
5.896711e-01	3.266894e-01	-8.853316e-02	-5.617316e-01	8.861499e-01	2.980000e+02	3.000000e+02	2.38076
4.670173e-01	2.071379e-01	-3.121692e-01	-1.184183e-01	8.550097e-01	2.980000e+02	3.000000e+02	2.38993
7.578202e-01	8.784088e-01	1.967717e+00	-7.752854e-01	6.525578e-01	2.980000e+02	3.000000e+02	2.35141
4.734236e-01	1.078043e+00	1.423683e+00	-6.297877e-01	3.358805e-01	2.980000e+02	3.000000e+02	2.36092
7.056222e-01	4.061952e-01	8.815514e-02	-5.018107e-01	1.137509e-01	2.980000e+02	3.000000e+02	2.35914
6.687516e-01	3.233723e-02	-8.176603e-01	-2.505445e-02	2.515654e-01	2.980000e+02	3.000000e+02	2.35617
5.440080e-01	4.467029e-01	-7.333455e-01	-7.516811e-01	8.056530e-01	2.980000e+02	3.000000e+02	1.90904
4.882426e-01	2.427426e-01	-8.407272e-01	-4.364675e-01	9.342466e-01	2.980000e+02	3.000000e+02	2.08748
6.481400e-01	5.338858e-02	-3.209644e-01	-3.738580e-01	7.755416e-01	2.980000e+02	3.000000e+02	2.34971
3.996344e-01	3.973913e-01	-1.751224e+00	-9.874908e-01	3.703717e-01	2.980000e+02	3.000000e+02	2.38395
7.416238e-01	9.274116e-01	-1.794518e-01	-2.505446e-01	5.762840e-01	2.980000e+02	3.000000e+02	1.76382
6.950161e-01	7.645782e-01	4.806541e-01	-6.647114e-01	2.839832e-01	2.980000e+02	3.000000e+02	2.38659
6.024006e-01	5.310575e-01	3.400883e-01	-2.622613e-01	4.815879e-01	2.980000e+02	3.000000e+02	2.37349
4.850097e-01	1.413741e+00	4.446787e-01	-3.321315e-01	5.208706e-01	2.980000e+02	3.000000e+02	2.55192
4.965080e-01	2.754352e-01	7.708761e-01	-5.232304e-01	3.382166e-01	2.980000e+02	3.000000e+02	2.34974
8.494657e-01	1.053631e+00	-8.869169e-01	-1.567892e-01	8.242068e-01	2.980000e+02	3.000000e+02	2.86673
7.946140e-01	3.845417e-01	1.176643e+00	-6.028311e-01	4.719087e-01	2.980000e+02	3.000000e+02	2.34970
6.635971e-01	1.694871e-01	1.730503e+00	-5.002783e-01	5.347121e-01	2.980000e+02	3.000000e+02	2.34970
6.483724e-01	9.507846e-01	-6.534572e-01	-4.977620e-02	9.755111e-01	2.980000e+02	3.000000e+02	2.85405
3.131500e-01	1.064614e+00	3.474207e-01	-6.764656e-01	2.639414e-01	2.980000e+02	3.000000e+02	2.63582
5.766349e-01	6.734043e-01	1.139330e+00	-4.675170e-01	7.226854e-01	2.980000e+02	3.000000e+02	2.35420
8.455608e-01	6.860438e-01	1.112525e+00	-2.497443e-02	6.281740e-01	2.980000e+02	3.000000e+02	2.34970
4.488997e-01	6.577120e-01	7.103215e-01	-9.540580e-01	5.888507e-01	2.980000e+02	3.000000e+02	2.37387
8.678769e-01	1.311648e+00	4.648264e-01	-2.743720e-01	1.996559e-01	2.980000e+02	3.000000e+02	2.32097
7.098981e-01	1.357395e+00	5.665386e-01	-2.727857e-01	8.663740e-01	2.980000e+02	3.000000e+02	2.04468
4.677258e-01	7.155450e-01	-1.467244e+00	-4.367882e-01	5.935679e-01	2.980000e+02	3.000000e+02	2.53529
7.868814e-01	1.233600e+00	5.854895e-01	-7.291020e-01	8.517544e-01	2.980000e+02	3.000000e+02	2.21880
1.584063e-02	1.034089e+00	-4.231130e-01	-9.659336e-02	4.708416e-01	2.980000e+02	3.000000e+02	2.85106
6.061691e-02	2.963545e-01	2.376125e-01	-6.952987e-01	8.048417e-01	2.980000e+02	3.000000e+02	2.10483
6.955012e-01	7.933402e-01	1.821090e+00	-1.955972e-01	9.933769e-01	2.980000e+02	3.000000e+02	2.34971
5.212303e-01	7.095969e-01	-1.315230e+00	-1.766530e-01	8.204896e-01	2.980000e+02	3.000000e+02	2.52495
7.998133e-01	9.741402e-01	6.155776e-01	-4.153977e-01	4.590898e-01	2.980000e+02	3.000000e+02	2.38981
9.377176e-01	4.176890e-01	1.607848e+00	-2.796959e-01	6.589100e-01	2.980000e+02	3.000000e+02	2.34970
3.465385e-01	8.164516e-01	-3.760283e-01	-9.520812e-01	7.486353e-01	2.980000e+02	3.000000e+02	2.77146
5.069697e-01	1.076865e+00	-1.048579e+00	-4.428409e-01	9.723761e-01	2.980000e+02	3.000000e+02	3.13931
3.833032e-01	4.815561e-01	7.206295e-02	-6.264610e-01	4.817209e-01	2.980000e+02	3.000000e+02	2.28402
1.676685e-01	5.921296e-01	-5.480379e-01	-2.281788e-01	8.047800e-01	2.980000e+02	3.000000e+02	2.57142
5.708471e-01	7.337271e-01	-6.856722e-01	-3.318206e-01	8.287295e-01	2.980000e+02	3.000000e+02	2.73324
5.248155e-01	8.291331e-01	6.154633e-01	-7.390466e-01	7.683415e-02	2.980000e+02	3.000000e+02	2.30046
3.673643e-01	2.069017e-01	-1.074744e+00	-8.802639e-01	5.289849e-01	2.980000e+02	3.000000e+02	2.16412
8.071969e-01	1.091997e+00	-1.278797e+00	-7.677513e-01	7.353461e-01	2.980000e+02	3.000000e+02	2.97779
2.960702e-01	5.069481e-01	1.247985e+00	-4.382192e-01	7.737951e-01	2.980000e+02	3.000000e+02	2.35367
6.503380e-01	8.124483e-01	2.056275e-01	-4.338179e-01	8.008052e-01	2.980000e+02	3.000000e+02	2.31770
9.717486e-01	7.734837e-01	1.793770e+00	-4.837165e-01	4.203713e-01	2.980000e+02	3.000000e+02	2.34970
8.091154e-01	1.211993e+00	-1.023466e+00	-4.423611e-01	6.803892e-01	2.980000e+02	3.000000e+02	3.04600
9.995051e-01	8.310677e-01	-1.025798e+00	-2.426336e-01	9.446660e-01	2.980000e+02	3.000000e+02	2.36674
9.880092e-01	2.435124e-02	2.954847e-01	-2.260434e-01	5.158598e-01	2.980000e+02	3.000000e+02	2.34970
7.766806e-01	7.711816e-01	-2.745644e-01	-1.009719e-01	8.104096e-01	2.980000e+02	3.000000e+02	2.10169
4.198045e-01	9.784793e-01	6.312581e-01	-1.487884e-01	7.474856e-01	2.980000e+02	3.000000e+02	2.23127
4.403164e-01	1.034726e+00	3.559768e-01	-1.197531e-01	1.551962e-01	2.980000e+02	3.000000e+02	2.07480
1.960399e-01	6.270698e-01	-3.140036e-01	-4.477542e-01	5.392955e-01	2.980000e+02	3.000000e+02	2.89268
3.636317e-01	6.180981e-01	3.471169e-01	-6.028429e-01	1.345542e-01	2.980000e+02	3.000000e+02	2.31588
7.209634e-01	5.275689e-01	-9.471385e-01	-6.949386e-01	7.020582e-01	2.980000e+02	3.000000e+02	2.00145
7.286378e-02	1.167491e+00	-8.810438e-01	-9.677112e-01	4.324586e-01	2.980000e+02	3.000000e+02	3.07192
1.029852e-01	5.675837e-01	-2.380692e-01	-1.184545e-01	3.044853e-01	2.980000e+02	3.000000e+02	2.72898
8.652790e-01	7.173325e-01	5.768622e-01	-4.253916e-01	6.550019e-01	2.980000e+02	3.000000e+02	2.35773
8.750416e-01	1.111418e+00	-7.433041e-02	-5.688852e-01	5.493792e-01	2.980000e+02	3.000000e+02	1.94619
9.772709e-02	7.945883e-01	6.943328e-01	-3.915571e-01	5.127942e-01	2.980000e+02	3.000000e+02	2.20556
9.709330e-01	5.107181e-01	4.458786e-02	-3.030654e-01	8.345590e-01	2.980000e+02	3.000000e+02	2.35260
9.008030e-01	7.974282e-01	8.559378e-02	-9.218147e-01	1.364592e-01	2.980000e+02	3.000000e+02	2.39015
8.001233e-01	4.727655e-01	-4.179993e-01	-9.461611e-01	9.366854e-01	2.980000e+02	3.000000e+02	2.39383
7.232771e-01	6.732517e-01	-1.506567e+00	-1.977170e-01	9.015083e-01	2.980000e+02	3.000000e+02	2.70906
6.288086e-01	8.712052e-01	-7.669101e-01	-4.353715e-01	5.909896e-01	2.980000e+02	3.000000e+02	2.85324
1.313579e-01	6.988699e-01	-2.560274e-01	-3.633845e-01	1.372546e-01	2.980000e+02	3.000000e+02	2.88585
9.998893e-01	1.007264e+00	-2.809615e-01	-4.924168e-01	7.771634e-01	2.980000e+02	3.000000e+02	2.18122
7.488496e-01	3.237281e-01	5.371413e-01	-8.055089e-02	3.466352e-01	2.980000e+02	3.000000e+02	2.34970
7.728352e-01	5.043970e-01	-6.573152e-01	-1.751749e-01	2.908955e-01	2.980000e+02	3.000000e+02	1.98178
6.350096e-01	1.133416e+00	-7.284208e-01	-1.460586e-01	6.639494e-01	2.980000e+02	3.000000e+02	3.08217
7.634401e-02	5.639955e-01	1.057800e+00	-4.089921e-01	9.490835e-01	2.980000e+02	3.000000e+02	2.38616
9.240255e-01	1.001307e+00	-9.347917e-01	-8.447789e-02	7.645651e-01	2.980000e+02	3.000000e+02	2.79695
8.344839e-01	4.876536e-01	-4.210482e-01	-2.387638e-01	7.921063e-01	2.980000e+02	3.000000e+02	2.38720
6.291740e-01	9.238235e-01	-5.778856e-01	-1.015775e-01	2.983234e-01	2.980000e+02	3.000000e+02	2.94312
8.161919e-01	1.320403e+00	-1.514710e+00	-1.471946e-01	4.960198e-01	2.980000e+02	3.000000e+02	3.12354
6.791060e-01	1.060182e+00	3.997544e-01	-5.259858e-01	4.741784e-01	2.980000e+02	3.000000e+02	2.22253
9.136349e-01	5.028523e-01	-1.736644e+00	-4.183158e-01	2.537932e-01	2.980000e+02	3.000000e+02	2.47431
5.136737e-01	1.068094e+00	-9.030259e-01	-1.210294e-01	5.213329e-01	2.980000e+02	3.000000e+02	3.08653
2.247732e-01	2.071379e-01	1.871390e+00	-6.623783e-01	6.571494e-01	2.980000e+02	3.000000e+02	2.34970
7.578202e-01	7.117337e-01	-1.258465e-01	-3.682361e-01	8.386936e-01	2.980000e+02	3.000000e+02	2.32941
7.955316e-01	2.449784e-01	-2.537928e-01	-6.297877e-01	2.036215e-01	2.980000e+02	3.000000e+02	2.35116
2.034313e-01	1.118113e+00	6.088104e-02	-2.516776e-02	5.360465e-01	2.980000e+02	3.000000e+02	2.96699
1.647015e-01	5.539257e-01	9.624541e-01	-3.282261e-01	4.685633e-01	2.980000e+02	3.000000e+02	2.37964
8.337273e-01	4.467029e-01	3.436486e-02	-1.214394e-01	6.250478e-01	2.980000e+02	3.000000e+02	2.35558
4.441329e-01	8.612294e-01	5.779320e-01	-5.808177e-01	7.525467e-01	2.980000e+02	3.000000e+02	2.25445
7.540563e-01	5.338858e-02	7.340943e-01	-4.597453e-01	4.307915e-01	2.980000e+02	3.000000e+02	2.34970
6.638946e-01	1.061227e+00	8.824514e-01	-9.441133e-01	4.431443e-01	2.980000e+02	3.000000e+02	2.29562
8.326217e-01	5.412857e-01	-1.437343e+00	-3.894163e-01	8.754133e-01	2.980000e+02	3.000000e+02	2.69519
8.414788e-01	7.645782e-01	-8.623029e-01	-2.608619e-01	4.950381e-01	2.980000e+02	3.000000e+02	2.58946
5.692110e-01	9.021384e-01	-1.601008e+00	-2.622613e-01	4.815879e-01	2.980000e+02	3.000000e+02	2.59232
1.513001e-01	1.321205e+00	-1.134337e+00	-4.147022e-01	5.141090e-01	2.980000e+02	3.000000e+02	2.85823
4.965080e-01	5.857604e-01	-1.560640e+00	-8.816215e-01	8.767013e-01	2.980000e+02	3.000000e+02	2.68498
4.783602e-01	7.948583e-01	1.270989e+00	-4.270006e-01	5.722170e-01	2.980000e+02	3.000000e+02	2.36594
9.100779e-01	3.845417e-01	-5.045281e-01	-1.580164e-01	4.021948e-01	2.980000e+02	3.000000e+02	2.39164
6.635971e-01	1.694871e-01	1.717886e+00	-1.159731e-01	3.716117e-01	2.980000e+02	3.000000e+02	2.34970
5.197542e-01	8.393052e-01	9.773571e-01	-3.573381e-01	5.101008e-01	2.980000e+02	3.000000e+02	2.38084
8.415165e-01	6.821633e-01	-1.155562e+00	-2.606177e-01	3.029675e-01	2.980000e+02	3.000000e+02	2.75739
4.945614e-01	7.278372e-01	1.139330e+00	-3.840635e-01	7.226854e-01	2.980000e+02	3.000000e+02	2.36327
7.990318e-01	9.020078e-01	1.112525e+00	-4.180952e-01	9.567002e-01	2.980000e+02	3.000000e+02	2.35938
4.488997e-01	1.154143e-01	-5.552525e-01	-3.451804e-01	6.051939e-01	2.980000e+02	3.000000e+02	2.27033
5.116651e-01	5.347368e-01	6.124674e-02	-6.757158e-01	3.916205e-01	2.980000e+02	3.000000e+02	2.35471
5.176421e-01	2.633395e-01	1.589746e+00	-2.727857e-01	7.189532e-01	2.980000e+02	3.000000e+02	2.34970
7.365936e-01	1.153447e+00	1.540177e-01	-2.571732e-01	6.249105e-01	2.980000e+02	3.000000e+02	1.93390
6.127370e-01	6.419605e-01	5.854895e-01	-7.046287e-02	8.517544e-01	2.980000e+02	3.000000e+02	2.36932
5.281021e-01	8.546681e-01	-1.235507e-01	-5.626489e-02	2.924939e-01	2.980000e+02	3.000000e+02	2.29746
6.061691e-02	1.350183e+00	-8.675132e-01	-3.671144e-01	8.048417e-01	2.980000e+02	3.000000e+02	2.93571
7.229296e-01	1.274421e+00	4.243145e-02	-6.553991e-01	9.933769e-01	2.980000e+02	3.000000e+02	2.32526
8.091857e-01	9.945704e-01	-1.833173e+00	-1.458049e-01	4.524712e-01	2.980000e+02	3.000000e+02	2.67131
9.902056e-01	1.166886e+00	-1.317726e+00	-3.188713e-01	7.028767e-01	2.980000e+02	3.000000e+02	3.05946
5.164106e-01	5.295444e-01	-1.564391e+00	-4.796926e-01	4.319614e-01	2.980000e+02	3.000000e+02	2.53693
7.175523e-01	2.327024e-01	-1.564495e+00	-7.422035e-01	9.446430e-01	2.980000e+02	3.000000e+02	2.04104
6.168585e-01	5.685793e-01	1.051624e+00	-3.857700e-02	9.723761e-01	2.980000e+02	3.000000e+02	2.34979
